day,busid,to118,from118,to64,from64,to78,from78,to76,from76
2014-10-28,637,1082,50,72,63,97,44,401,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1396,85,108,71,101,36,337,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1032,18,40,43,71,29,307,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1200,42,65,43,87,33,352,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1217,83,146,152,194,50,489,401,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,719,34,57,43,73,44,357,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1427,38,60,50,84,30,321,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1206,76,142,170,238,27,433,410,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,826,60,83,51,93,50,406,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1034,28,46,54,86,36,338,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1040,52,78,84,122,36,422,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1438,76,138,88,126,34,480,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,732,30,50,48,78,46,394,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,538,34,56,48,78,18,374,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,982,38,58,46,76,38,440,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1252,54,76,60,98,46,408,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,932,42,66,56,94,52,370,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,1076,40,68,70,100,34,394,506,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,788,42,66,40,72,34,392,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,,48,78,68,102,34,374,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1508,40,86,54,82,36,345,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,931,36,62,56,92,34,314,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1144,46,72,38,77,31,299,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1294,122,208,82,131,51,371,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,757,53,79,53,96,40,1170,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,356,24,49,39,69,32,292,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1168,40,64,70,104,42,394,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1434,120,191,52,95,30,422,513,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,847,30,63,32,69,37,365,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,3033,125,179,250,305,84,467,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,436,30,66,35,58,11,310,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1524,30,142,46,71,26,326,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1039,49,75,71,103,30,381,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1080,71,81,26,50,32,403,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1093,31,56,48,71,38,416,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1401,32,52,66,90,14,349,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,1023,70,124,112,140,38,366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,926,18,40,40,64,26,442,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-30,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,,44,66,56,86,42,384,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1402,60,84,70,100,34,370,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1094,42,70,60,98,30,332,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1084,22,52,56,88,32,412,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1074,100,154,87,126,40,412,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,832,29,53,59,91,16,383,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1087,22,92,36,68,20,356,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1106,62,92,64,96,36,344,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1643,142,191,90,120,31,425,382,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,721,24,46,51,83,42,355,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,2755,52,78,138,175,65,464,544,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1015,69,99,48,77,39,372,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1215,24,48,48,90,32,409,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1185,94,178,90,124,44,496,404,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,940,88,102,63,69,28,389,532,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,782,38,66,58,86,34,328,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1158,44,72,64,96,32,516,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,1238,92,162,196,238,66,598,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,699,55,101,56,96,34,424,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-04,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,,42,68,46,82,26,388,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1254,50,74,11,45,38,418,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1288,31,60,36,69,36,403,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1292,46,74,35,68,29,371,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1265,44,68,62,96,40,386,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1226,62,114,44,78,34,442,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1124,52,78,60,94,48,382,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1286,46,80,84,114,32,476,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1182,44,68,72,100,34,384,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1152,120,198,54,106,36,488,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1032,42,68,48,72,12,298,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1382,34,56,50,76,24,298,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1338,22,44,74,98,26,304,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1500,36,99,45,69,32,400,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1214,34,80,36,58,26,502,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1118,42,64,42,66,36,384,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1232,28,50,44,69,53,365,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1266,30,50,106,132,26,366,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,1034,22,46,38,66,14,321,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-17,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,53859,40,62,46,76,32,342,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1284,28,56,28,58,14,340,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1324,48,70,30,60,32,342,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1388,20,50,36,68,26,366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1358,52,110,58,90,30,448,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1332,48,126,28,60,16,338,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,938,34,56,36,68,26,334,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1476,34,60,68,100,38,408,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1200,36,58,44,72,26,314,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1270,38,60,54,84,16,430,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1346,24,54,30,64,12,336,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1306,36,112,28,58,32,328,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1374,38,116,42,74,32,324,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1296,84,138,52,84,20,366,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1430,54,180,38,66,28,402,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,922,36,60,28,54,14,320,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1278,44,72,66,96,36,360,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1288,26,73,35,67,40,379,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,1144,38,60,26,64,18,332,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-18,637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,226826,28,50,66,112,34,790,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,614,22,42,62,98,34,834,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,540,20,42,58,90,38,610,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,598,56,96,78,118,30,398,553,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,919,34,55,50,82,28,370,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1470,21,47,86,122,34,355,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,993,34,72,41,76,16,333,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1204,22,57,60,99,45,531,386,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,952,32,45,61,85,22,307,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1121,18,40,48,80,36,350,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1205,23,53,176,229,27,429,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1206,23,57,139,182,47,429,553,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1011,45,88,114,151,24,400,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,960,28,52,39,62,29,344,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1052,61,88,41,77,31,389,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1228,67,106,140,169,21,367,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1155,18,43,48,83,26,401,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1099,53,78,152,183,48,416,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,958,41,54,132,167,47,378,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1307,42,64,82,122,38,372,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,666,20,44,72,100,38,348,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1262,46,108,164,197,14,431,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,904,42,64,64,96,32,364,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1190,20,42,50,80,38,302,728,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,1048,38,68,66,96,42,380,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,942,48,68,76,106,30,396,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-08,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,,23,45,51,81,37,843,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,478,46,68,58,90,38,878,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,528,37,62,34,64,14,306,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,888,36,84,50,78,32,374,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1086,44,74,84,122,34,424,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1232,38,60,50,80,14,400,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1162,22,44,42,72,32,398,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1156,38,114,64,100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,,2,1412,87,113,32,327,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,902,20,45,33,63,30,324,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1184,28,54,38,68,16,356,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1164,46,86,78,121,40,285,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1521,47,82,46,81,41,325,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1112,45,71,43,79,17,345,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1067,35,61,43,70,29,386,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1277,98,120,161,206,58,495,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,614,20,43,36,74,32,335,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1431,19,48,56,88,19,319,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1310,2,254,226,278,42,515,176,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,588,58,79,47,77,42,336,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1060,32,54,55,88,32,408,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,998,36,60,56,90,60,454,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1210,80,142,88,130,44,400,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1070,48,68,52,88,44,424,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,452,40,62,42,76,24,365,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1043,36,58,46,100,56,396,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1252,28,54,46,80,14,332,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,904,28,52,48,76,16,312,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,1153,29,53,56,90,35,408,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,986,34,56,62,92,38,374,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-23,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,,42,66,60,90,52,318,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1330,42,64,82,116,36,304,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1188,44,70,60,92,32,366,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1120,64,86,44,82,14,378,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1126,108,175,115,153,54,427,453,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,733,40,60,60,92,30,330,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1100,26,50,110,140,20,328,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1198,44,68,68,100,34,380,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1363,110,194,67,103,37,354,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,968,46,70,52,86,32,342,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,2784,59,121,112,148,48,423,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,920,38,65,43,64,43,361,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1370,40,63,71,103,39,351,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1214,47,71,112,146,42,377,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1040,51,79,50,80,13,297,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,994,30,52,109,142,37,361,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1177,44,72,87,124,44,432,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,1172,102,152,78,120,34,373,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,940,30,56,52,86,50,465,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-18,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,,38,66,46,78,26,420,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1168,28,48,30,58,28,380,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1442,34,54,44,78,32,396,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1162,36,58,40,70,30,332,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1404,38,68,42,72,30,332,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1274,48,90,34,64,18,398,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1312,32,54,34,62,32,358,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1261,27,51,48,79,27,311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1332,46,72,48,86,30,409,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1287,42,86,40,76,32,370,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1186,36,58,30,58,30,330,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1469,53,73,32,58,34,302,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1248,18,40,40,66,26,262,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1472,36,78,40,70,36,408,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1292,64,86,38,68,20,310,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1328,18,38,48,78,32,360,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1388,20,44,46,78,34,330,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-16,639,1260,34,54,38,80,32,386,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
