day,busid,Travelto48,Dwell48,Travelto60,Dwell60,Travelto50,Dwell50,Travelto51,Dwell51,Travelto52,Dwell52,Travelto45,Dwell45,Travelto46,Dwell46,Travelto6,Dwell6,Travelto8,Dwell8,Travelto10,Dwell10,Travelto11,Dwell11,Travelto12,Dwell12,Travelto13,Dwell13,Travelto14,Dwell14,Travelto1,Dwell1,Travelto55,Dwell55,Travelto57,Dwell57,Travelto58,Dwell58,Travelto59,Dwell59,Travelto107,Dwell107,Travelto61,Dwell61,Travelto62,Dwell62
2015-04-06,659,888,10,24,30,50,46,100,60,74,18,56,30,96,38,128,32,92,40,82,34,60,44,100,38,72,52,66,40,76,38,124,30,48,36,54,40,102,18,38,30,40,30,52,38
2015-04-06,659,842,10,26,42,65,33,107,52,66,40,72,34,106,50,100,30,84,38,80,42,82,42,98,40,72,68,84,34,200,36,148,34,52,38,50,38,138,30,50,30,40,28,50,30
2015-04-06,659,632,36,52,40,64,46,84,42,56,42,74,48,106,34,138,34,112,39,80,54,84,76,131,47,81,44,58,40,166,56,190,38,58,74,94,34,100,14,34,30,42,26,46,34
2015-04-06,659,552,12,32,46,68,48,96,38,52,38,72,44,126,86,192,40,90,62,122,34,60,46,108,38,68,68,82,28,80,38,142,32,52,42,56,38,126,32,54,20,30,24,59,15
2015-04-06,659,633,30,48,40,66,20,78,58,74,36,70,40,90,30,98,32,94,34,76,38,64,36,96,36,66,34,48,38,98,40,128,36,56,24,38,28,66,14,34,20,30,26,46,26
2015-04-06,659,954,12,24,32,56,18,98,36,62,28,62,38,84,18,172,32,109,29,75,40,68,18,70,34,68,78,94,42,98,30,128,32,52,20,34,18,60,30,50,28,38,10,30,28
2015-04-06,659,854,10,26,48,68,38,94,54,68,42,78,44,116,28,110,34,102,50,120,40,68,44,102,52,122,70,88,50,102,44,158,34,54,48,62,42,84,42,64,22,30,32,52,32
2015-04-06,659,640,26,38,40,58,30,90,46,74,56,84,38,104,72,178,30,56,42,142,46,66,50,140,54,84,80,92,30,110,36,165,47,47,28,40,28,64,40,58,26,36,24,42,36
2015-04-06,659,314,8,30,14,30,14,50,36,48,17,42,44,76,38,76,28,54,62,106,90,110,34,94,42,80,38,56,54,98,31,105,34,52,34,44,34,76,26,52,16,24,26,42,30
2015-04-06,659,1056,26,36,16,32,28,128,34,50,30,58,42,136,32,82,24,46,34,86,42,62,46,90,46,76,64,76,114,558,60,338,38,56,64,76,30,64,36,54,26,34,28,44,38
2015-04-06,659,236,20,30,36,52,14,94,30,42,60,95,34,82,38,98,30,88,28,64,58,94,30,68,36,68,44,56,30,114,31,149,26,44,34,46,88,126,32,50,20,28,18,36,32
2015-04-06,659,879,5,17,31,61,15,93,43,56,40,67,34,66,51,165,30,57,31,116,39,60,37,89,44,71,93,107,27,63,55,193,26,45,29,40,32,125,32,51,13,22,28,46,28
2015-04-06,659,1066,8,18,60,76,51,98,30,44,28,54,34,96,34,74,30,82,40,102,28,48,38,82,38,66,60,72,20,80,38,134,28,46,54,66,30,82,32,52,30,38,24,42,32
2015-04-06,659,642,10,20,18,36,26,60,36,48,16,44,32,82,30,90,26,48,32,78,28,48,44,88,36,66,50,62,12,90,34,116,28,48,34,46,32,70,36,58,20,30,22,40,22
2015-04-06,659,844,12,28,26,50,20,106,40,54,20,64,32,124,24,85,33,61,34,72,16,40,34,84,36,70,54,68,28,86,42,178,36,58,56,70,84,124,40,72,48,60,12,37,45
2015-04-06,659,553,12,26,24,48,18,66,34,48,22,56,36,88,28,66,40,92,36,76,40,64,34,92,35,64,40,54,28,72,46,136,32,52,58,72,16,102,48,72,46,58,28,52,42
2015-04-06,659,598,12,26,24,48,18,110,30,46,18,50,38,82,26,82,32,92,32,70,38,62,46,96,28,58,52,66,6,62,46,132,30,52,40,54,34,132,36,64,36,48,26,50,42
2015-04-06,659,636,26,40,38,58,18,108,14,28,24,56,34,78,12,56,38,94,28,64,36,60,46,112,38,70,54,70,11,92,37,128,30,52,40,54,18,64,40,66,34,46,10,34,38
2015-04-06,659,668,10,24,22,48,18,58,14,28,20,54,34,76,12,54,34,60,22,80,30,54,20,70,20,50,28,40,8,72,28,128,30,50,23,34,30,120,30,54,34,44,10,34,42
2015-04-06,659,994,12,26,26,48,18,60,16,30,18,48,10,64,30,92,26,52,6,44,36,62,34,84,22,50,30,42,8,38,36,130,28,50,22,34,34,80,22,46,34,44,28,52,26
2015-04-06,659,815,9,23,22,44,20,66,36,48,20,56,10,66,26,98,28,56,22,56,38,60,40,88,30,58,32,46,6,,,,,,,,,,,,,,,
2015-04-07,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,26,110,31,46,38,50,32,104,40,64,26,36,29,52,32
2015-04-07,659,486,12,24,20,44,14,58,12,28,18,50,32,76,14,82,28,56,6,42,40,60,30,78,16,48,42,56,8,42,40,122,30,52,34,48,14,72,34,58,40,50,11,38,10
2015-04-08,659,112221,36,52,34,58,40,78,46,60,36,70,60,112,34,94,36,100,44,112,30,58,32,98,20,50,28,42,8,72,28,142,6,26,22,34,18,58,16,38,36,44,13,34,18
2015-04-08,659,1032,54,68,38,60,44,92,46,60,41,78,48,114,30,124,36,108,46,118,38,62,30,118,68,102,38,52,32,104,30,150,28,48,22,40,34,70,16,36,20,28,10,32,18
2015-04-08,659,722,34,48,54,80,62,104,58,72,34,68,54,100,26,58,36,84,70,128,48,72,42,94,46,80,42,56,32,118,44,166,28,48,54,66,38,122,16,40,20,30,24,48,32
2015-04-08,659,662,38,52,48,72,46,84,74,90,40,74,48,94,68,174,42,94,74,120,36,66,34,86,44,80,38,58,38,82,38,146,38,60,36,50,38,140,34,54,33,40,28,50,30
2015-04-08,659,654,34,50,38,62,38,76,16,28,36,68,46,92,38,66,32,86,46,116,32,60,36,86,58,88,50,64,28,84,48,178,28,48,24,38,32,112,32,62,32,40,24,46,28
2015-04-08,659,822,12,28,36,62,43,105,78,92,25,56,44,118,38,174,30,102,42,82,44,74,34,82,38,68,56,70,24,54,28,112,30,48,22,34,36,74,36,56,30,40,10,30,30
2015-04-08,659,843,35,49,32,54,38,90,66,80,43,74,44,86,78,176,38,102,44,96,54,78,40,90,40,70,27,42,39,119,32,124,22,42,37,50,34,110,34,54,30,38,10,30,30
2015-04-08,659,752,32,48,37,65,30,72,44,60,18,48,39,117,30,150,35,63,40,82,48,72,44,112,52,86,90,106,34,76,44,206,31,52,36,49,29,69,38,57,27,37,27,50,27
2015-04-08,659,704,30,44,40,64,40,94,48,62,42,76,31,140,30,165,31,82,38,88,53,80,54,126,62,98,70,88,29,100,36,134,24,44,38,50,36,114,36,58,32,42,28,50,44
2015-04-08,659,614,12,26,38,65,31,93,40,54,36,72,50,94,32,104,34,102,40,82,34,66,38,94,65,109,56,69,58,102,44,162,26,46,26,58,34,120,34,56,20,30,26,48,18
2015-04-08,659,742,30,50,26,50,18,90,38,52,44,78,32,106,14,166,26,90,28,72,44,70,50,104,40,120,32,50,30,122,40,138,34,54,42,56,36,74,30,52,20,28,12,34,18
2015-04-08,659,760,10,24,38,62,18,88,38,54,42,76,40,104,30,60,28,90,40,80,34,66,42,98,50,82,76,92,38,112,42,208,26,46,50,62,38,104,36,56,32,42,24,46,28
2015-04-08,659,732,26,38,38,56,29,95,62,73,41,71,39,84,37,144,29,97,47,117,46,63,56,150,78,118,116,132,41,97,43,197,60,60,49,66,675,771,31,52,15,25,22,42,30
2015-04-08,659,141,9,20,33,57,9,44,38,50,16,60,30,130,23,71,32,90,33,78,49,74,30,83,62,90,38,52,32,154,56,166,34,50,34,46,30,116,32,54,32,42,24,42,32
2015-04-08,659,282,22,36,36,54,14,64,32,44,36,68,36,110,26,90,26,50,30,88,38,60,40,110,42,80,68,96,36,440,54,203,39,57,58,72,36,74,34,56,28,36,26,44,38
2015-04-08,659,418,8,20,20,40,31,64,32,44,28,58,32,70,32,96,24,48,38,94,40,62,42,122,84,118,68,80,26,114,32,121,22,42,48,62,42,84,32,52,18,28,8,26,16
2015-04-08,659,964,32,46,18,38,16,104,40,52,36,66,40,86,28,152,28,50,26,90,30,54,34,88,50,82,54,70,44,96,40,143,25,41,34,46,28,112,42,62,32,42,22,40,34
2015-04-08,659,1140,10,30,20,42,28,116,34,46,30,60,30,100,28,68,34,82,30,68,32,52,28,70,30,60,76,88,12,60,36,162,21,39,28,38,32,68,30,50,30,40,26,44,32
2015-04-08,659,744,8,22,18,36,14,102,28,40,34,62,36,94,28,66,34,86,28,62,50,70,32,80,32,58,44,58,24,92,32,126,24,40,36,48,28,60,30,50,22,32,7,22,30
2015-04-08,659,776,30,50,22,43,35,87,50,62,20,50,38,90,34,68,34,84,40,102,34,60,35,84,36,68,36,48,32,62,36,140,32,50,68,80,48,89,33,59,40,48,26,50,60
2015-04-08,659,620,16,30,24,46,32,108,38,72,20,52,38,124,28,84,24,48,29,79,16,52,38,88,46,76,36,48,28,70,38,125,37,55,36,50,44,119,41,65,38,46,32,52,40
2015-04-08,659,612,13,29,31,54,21,99,41,55,31,61,39,84,28,59,38,86,26,60,45,70,31,93,34,65,33,45,9,63,38,137,30,47,37,52,32,73,35,64,24,34,24,46,34
2015-04-08,659,740,12,26,22,41,18,64,22,35,20,54,34,146,26,56,34,84,32,70,38,68,36,88,34,64,30,42,24,73,42,170,28,47,52,65,38,80,36,58,30,39,21,46,40
2015-04-08,659,654,20,36,24,44,26,124,14,30,34,64,34,82,12,56,44,98,26,60,16,40,32,82,32,62,42,56,6,80,30,114,26,44,54,68,32,76,26,48,24,34,10,34,38
2015-04-08,659,768,10,22,36,58,18,104,34,46,18,48,12,50,8,36,40,64,24,58,32,54,26,76,30,59,21,33,8,36,34,122,6,24,34,46,40,82,38,60,22,32,29,48,38
2015-04-08,659,950,12,26,22,42,18,88,32,46,18,50,32,72,28,102,32,58,24,56,18,44,28,78,32,62,22,36,6,,,,,,,,,,,,,,,
2015-04-09,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,30,128,28,46,40,52,34,82,32,54,22,32,10,30,44
2015-04-09,659,514,12,26,18,38,16,70,14,28,18,48,14,61,11,43,42,70,12,48,14,42,20,68,34,64,28,42,8,48,27,104,24,40,22,34,56,100,18,40,22,33,10,31,59
2015-04-09,659,25941,12,27,40,67,37,80,41,56,36,69,51,111,6,92,30,61,41,84,24,49,32,85,16,52,32,48,24,62,27,120,8,30,27,35,34,76,16,78,19,28,9,34,38
2015-04-09,659,1044,40,82,38,64,38,140,46,60,36,72,48,118,36,66,32,84,38,80,36,62,36,108,58,92,64,78,28,98,28,134,28,48,54,68,32,72,36,60,20,30,10,34,14
2015-04-09,659,777,53,71,46,70,56,118,100,116,54,94,78,130,8,40,48,92,74,116,40,70,42,152,70,108,72,88,42,80,36,124,32,52,22,36,42,134,30,50,20,28,10,32,14
2015-04-09,659,562,32,48,32,54,50,96,44,58,36,70,48,140,42,92,38,102,50,120,36,64,38,92,40,76,36,50,30,68,30,142,28,50,24,38,32,74,16,37,19,31,10,30,28
2015-04-09,659,876,34,50,44,66,20,72,42,56,34,68,64,144,44,88,34,86,52,120,36,62,34,86,62,96,30,44,42,92,40,134,34,54,30,44,36,74,16,36,32,40,12,34,18
2015-04-09,659,864,12,26,22,42,42,108,48,62,50,94,46,116,34,80,32,94,38,76,46,70,30,158,48,82,46,62,30,64,32,120,24,46,24,36,38,78,34,56,28,38,24,46,28
2015-04-09,659,850,12,26,38,60,34,90,36,52,36,68,32,76,6,36,28,96,32,80,52,86,40,92,42,76,80,96,30,68,36,120,26,44,36,48,32,92,32,52,18,26,10,30,16
2015-04-09,659,964,32,46,22,44,38,106,66,80,44,80,44,94,36,126,52,114,62,126,38,74,48,118,86,124,68,179,65,259,49,322,50,72,48,62,38,102,38,60,32,42,24,46,34
2015-04-09,659,130,34,52,22,44,40,98,42,58,22,58,40,88,52,136,28,102,40,88,48,74,36,92,44,78,40,56,12,88,8,168,24,45,83,97,36,102,16,34,22,30,33,52,16
2015-04-09,659,764,12,26,22,44,18,118,34,48,18,52,36,86,50,134,30,104,50,126,34,62,58,144,73,106,90,106,33,88,38,178,32,52,22,36,50,108,38,58,22,32,26,48,28
2015-04-09,659,656,12,26,20,42,18,108,36,52,30,64,40,96,38,98,28,94,28,74,38,66,34,92,36,84,96,114,30,62,28,142,8,28,24,36,32,128,30,50,18,26,12,34,16
2015-04-09,659,872,12,26,34,56,34,104,40,57,33,71,38,88,84,156,26,100,32,76,32,58,34,94,82,116,66,82,28,112,36,136,40,62,34,48,40,82,34,54,20,30,12,32,28
2015-04-09,659,754,8,24,22,38,28,62,54,70,43,71,42,75,52,122,36,105,57,125,36,58,51,451,52,82,29,40,30,134,47,139,25,43,34,44,32,132,31,47,28,36,28,43,29
2015-04-09,659,155,5,15,16,33,13,46,37,51,30,59,48,226,26,98,34,58,33,82,33,52,32,80,39,68,56,65,24,99,34,154,28,42,37,48,30,64,26,44,29,38,24,42,16
2015-04-09,659,962,28,40,26,42,28,82,38,50,30,60,42,104,42,114,30,100,42,78,42,72,52,146,50,80,90,106,68,310,54,306,34,50,36,46,36,116,32,50,30,38,8,22,48
2015-04-09,659,392,24,34,14,28,12,94,48,60,32,56,40,75,17,95,28,56,34,84,40,64,46,94,64,90,84,98,26,88,36,136,26,40,40,52,28,60,28,41,25,33,30,46,28
2015-04-09,659,988,22,32,32,52,12,60,44,56,30,66,16,92,26,60,30,52,34,74,32,52,46,92,38,84,88,98,34,114,38,122,32,46,42,54,36,66,34,50,24,32,28,44,34
2015-04-09,659,1282,10,20,16,34,38,108,38,50,16,42,44,96,48,78,32,84,28,68,52,72,44,108,46,76,56,68,22,50,40,136,24,38,34,44,30,114,22,38,28,36,8,24,24
2015-04-09,659,700,24,43,19,35,30,102,30,42,28,54,34,68,32,94,28,90,36,102,28,48,42,92,40,66,90,102,30,92,32,128,32,48,32,44,36,66,28,52,24,34,8,26,46
2015-04-09,659,696,10,28,24,46,34,86,16,30,34,66,12,154,34,92,28,80,32,108,34,58,32,96,58,90,34,46,30,72,48,150,36,56,22,38,34,96,32,54,34,44,28,54,38
2015-04-09,659,590,11,22,18,38,32,66,36,48,18,48,40,86,24,80,40,86,26,60,52,74,28,86,40,68,36,48,22,52,36,132,30,46,36,46,36,78,38,64,32,40,26,46,30
2015-04-09,659,756,8,27,17,39,66,102,16,28,24,62,50,112,6,38,30,100,50,110,26,48,56,100,20,46,34,48,10,68,40,178,26,44,54,66,30,66,36,55,17,27,24,44,40
2015-04-09,659,748,10,28,19,36,14,72,36,48,18,66,10,98,26,78,38,98,26,62,46,68,40,86,16,46,32,42,6,116,40,170,26,44,56,68,34,74,30,52,20,30,30,50,36
2015-04-09,659,606,8,22,18,40,34,114,26,41,17,49,32,86,24,68,32,88,20,52,54,78,46,96,28,62,34,46,10,76,36,136,30,47,45,57,32,86,14,36,20,30,10,32,36
2015-04-09,659,764,10,22,20,40,14,88,14,26,26,66,28,64,6,34,22,42,24,56,22,44,26,90,26,52,38,48,6,38,32,114,26,44,38,48,32,64,30,52,20,30,12,32,28
2015-04-09,659,1008,8,20,18,36,14,72,24,36,20,48,28,82,6,34,15,40,22,54,38,60,26,68,20,48,30,44,6,58,26,,,,,,,,,,,,,
2015-04-10,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,22,39,38,49,11,85,14,32,26,36,8,28,30
2015-04-10,659,679,9,23,20,38,16,100,16,32,26,60,11,71,6,70,10,42,8,47,41,69,36,88,18,50,22,36,8,42,22,114,23,46,53,67,14,75,15,39,21,31,9,35,31
2015-04-22,659,1062569,29,45,50,75,36,104,43,57,37,69,39,113,32,65,29,94,39,77,41,68,20,72,21,54,32,46,26,57,29,110,8,27,22,35,14,81,32,82,18,26,11,30,14
2015-04-22,659,1026,46,62,20,42,41,102,45,58,33,67,34,87,29,71,33,98,50,118,31,56,43,103,29,63,44,59,22,70,30,115,11,34,35,49,33,84,32,53,18,27,10,31,33
2015-04-22,659,938,29,44,43,66,63,109,48,61,41,74,42,84,41,118,35,60,55,97,74,101,48,100,35,66,87,101,44,91,35,180,25,45,49,63,34,90,34,58,20,30,27,47,25
2015-04-22,659,716,30,45,61,84,50,92,77,91,35,69,53,101,7,65,48,97,70,127,35,60,38,94,46,86,48,62,37,85,35,187,28,48,52,66,39,89,36,,,,,,
2015-04-22,659,698,36,51,36,65,33,115,33,48,15,49,44,107,33,91,25,53,34,88,30,61,35,88,50,81,47,64,26,93,53,147,28,49,36,50,33,71,37,60,38,46,11,30,28
2015-04-22,659,899,12,25,32,55,39,140,41,55,35,67,36,119,34,87,33,95,38,113,27,52,29,79,46,80,31,45,8,80,31,121,30,49,40,53,31,65,35,56,31,41,24,45,28
2015-04-22,659,868,43,58,38,60,46,116,48,62,41,74,34,144,41,101,34,102,42,78,39,66,34,91,38,68,40,58,68,141,43,171,30,54,42,56,34,74,33,54,21,31,23,43,31
2015-04-22,659,698,11,27,41,64,36,136,38,52,21,52,40,99,33,67,33,90,38,82,50,80,42,96,52,85,67,81,36,127,58,238,26,46,26,39,39,96,38,59,20,29,10,29,26
2015-04-22,659,719,13,27,45,69,38,136,40,53,67,100,37,85,37,159,47,102,46,137,65,88,38,101,36,86,92,107,44,88,39,142,33,56,47,63,31,67,31,54,20,29,10,30,26
2015-04-22,659,618,10,24,32,53,35,73,39,54,37,68,39,127,64,132,36,95,34,73,31,63,58,109,59,92,35,50,28,89,43,148,30,51,33,47,37,119,31,51,28,38,10,29,26
2015-04-22,659,813,11,25,27,53,19,60,35,50,19,54,34,103,25,177,31,80,32,77,46,74,21,109,38,73,74,87,30,76,24,110,27,47,21,34,35,76,30,52,31,42,31,51,25
2015-04-22,659,893,12,30,20,43,20,62,37,52,17,47,44,167,29,72,25,54,33,95,35,72,35,91,39,70,61,80,87,263,44,198,37,56,55,69,39,137,35,55,20,29,9,29,24
2015-04-22,659,645,10,24,34,58,33,130,41,56,38,71,33,92,23,108,43,112,41,129,33,58,49,116,59,90,81,96,25,57,40,121,29,48,42,56,36,124,36,60,21,32,28,51,36
2015-04-22,659,431,27,47,20,39,15,104,37,53,20,55,39,121,48,95,41,95,50,120,32,60,41,91,45,77,31,47,27,73,33,119,31,50,24,39,43,302,35,59,29,38,25,48,37
2015-04-22,659,655,25,40,16,37,30,126,42,56,19,51,34,115,26,74,39,98,36,74,51,77,44,120,76,111,83,100,36,289,72,295,38,59,76,91,41,118,36,61,28,38,10,33,36
2015-04-22,659,372,25,39,19,39,18,88,41,56,23,55,33,98,56,137,31,61,35,87,30,55,43,106,36,67,95,110,23,97,36,145,28,48,34,48,35,77,30,52,29,39,27,48,31
2015-04-22,659,903,23,37,18,44,18,58,42,56,29,59,36,122,32,74,37,91,31,69,52,81,41,94,39,71,49,83,36,98,47,142,31,51,43,57,45,88,34,58,35,45,30,53,36
2015-04-22,659,,,,,,,,,,,,,,,,,,,,41,75,39,89,65,99,41,56,25,62,42,137,29,48,44,57,34,131,31,53,33,46,25,50,38
2015-04-22,659,670,21,33,18,41,15,81,39,53,17,49,30,134,42,120,31,59,36,79,35,61,63,114,39,67,110,123,34,88,38,127,34,52,39,53,31,71,38,64,28,38,29,53,39
2015-04-22,659,505,11,31,39,59,15,92,40,60,24,74,48,95,34,71,36,94,39,108,34,63,42,94,39,74,35,50,53,73,51,,,,,,,,,,,,,,
2015-04-22,659,,,,,,,,,,,,,,,,,,,,34,65,51,102,40,70,39,53,26,62,34,150,38,59,63,75,37,101,35,61,34,44,26,48,37
2015-04-22,659,129,10,29,22,44,14,110,40,56,44,79,36,112,26,91,34,63,37,75,29,62,51,113,75,109,35,55,26,71,35,201,31,52,88,104,54,98,17,38,25,35,27,100,44
2015-04-22,659,143,10,27,22,43,33,82,35,51,74,111,33,113,7,60,39,97,9,49,58,87,46,108,34,67,39,55,9,69,44,179,29,50,51,64,32,79,38,61,25,35,27,51,44
2015-04-22,659,386,12,29,38,60,14,80,17,33,20,57,43,98,7,81,30,97,27,67,70,98,47,103,46,81,42,70,14,72,39,165,31,51,56,70,35,98,36,59,32,42,10,33,66
2015-04-22,659,557,11,27,25,46,15,75,240,257,39,79,38,88,26,85,32,101,13,56,16,43,47,104,36,72,70,85,8,45,37,149,24,43,38,51,39,135,38,58,24,34,12,47,47
2015-04-22,659,440,11,28,24,47,16,112,16,32,56,98,16,72,7,41,42,74,33,72,44,71,46,101,36,77,39,53,9,45,42,141,9,31,40,54,35,121,33,54,25,37,27,51,45
2015-04-22,659,666,11,49,23,44,16,98,50,68,58,95,11,54,25,103,35,66,27,69,15,50,34,89,39,,,,,,,,,,,,,,,,,,,
2015-04-23,659,,,,,,,,,,,,,,,,,,,,,,,,,74,21,35,8,47,37,125,29,50,46,59,16,90,34,57,33,44,11,32,47
2015-04-23,659,409,11,29,23,46,15,64,15,32,23,58,13,64,6,58,10,43,9,50,45,74,79,139,23,60,28,44,9,48,173,260,29,54,31,45,37,124,39,60,29,39,30,52,46
2015-04-23,659,24631,11,24,32,54,34,66,48,61,40,70,49,90,30,59,29,88,53,115,35,55,33,79,28,58,29,42,27,65,39,120,21,39,37,50,13,42,14,34,20,30,24,43,14
2015-04-23,659,818,26,39,33,58,27,57,35,50,18,52,42,84,84,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,659,,,,,,,,,,,,,,,173,22,53,28,87,17,41,29,84,28,62,35,49,21,57,25,124,7,23,23,35,23,51,14,33,18,27,10,46,15
2015-04-23,659,1112,24,36,36,57,35,66,50,62,36,66,46,84,54,130,33,100,50,117,34,56,31,85,28,60,28,40,27,56,36,116,27,43,34,45,26,65,16,36,17,25,11,30,13
2015-04-23,659,1038,24,36,62,62,27,119,35,48,30,58,42,80,37,72,29,94,36,72,34,55,34,83,28,58,33,45,28,68,29,109,6,23,31,44,30,116,27,46,18,26,10,31,13
2015-04-23,659,1046,9,21,27,47,16,58,48,65,17,52,35,84,36,122,26,57,31,105,47,68,30,82,15,52,38,54,28,79,32,110,7,24,20,33,28,59,15,37,19,29,11,31,25
2015-04-23,659,1120,30,41,37,56,34,64,66,77,33,66,83,128,57,118,37,78,61,120,33,54,34,186,75,102,64,75,30,147,45,246,31,49,50,69,34,89,31,49,27,35,26,44,22
2015-04-23,659,508,46,46,11,32,31,65,50,65,29,66,36,85,50,115,9,39,25,67,37,62,35,96,31,66,37,54,10,56,28,108,23,40,37,48,39,69,32,57,23,31,23,43,26
2015-04-23,659,1084,10,25,20,46,18,68,48,67,29,64,37,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-23,659,,,,,,,,,,,,,131,38,77,31,84,33,73,41,78,34,87,43,72,42,56,44,103,35,105,28,44,31,41,28,55,32,52,20,28,26,44,24
2015-04-23,659,,,,39,61,30,124,43,56,36,64,39,118,29,99,30,79,31,68,47,68,30,81,38,77,95,107,22,85,24,118,27,44,28,40,27,113,27,44,18,26,32,49,24
2015-04-23,659,,,,19,42,18,60,41,55,16,47,33,78,34,117,26,59,25,85,27,54,29,93,38,73,23,40,26,64,36,129,26,44,32,45,30,60,15,34,20,28,10,28,30
2015-04-23,659,1122,28,41,27,46,31,63,50,69,26,56,34,76,29,90,28,90,46,155,33,67,62,238,89,119,56,67,30,72,48,144,39,57,29,57,31,56,37,54,16,24,21,39,25
2015-04-23,659,729,10,22,20,43,31,74,51,67,29,61,31,73,52,,,,78,119,33,58,60,121,56,89,50,64,28,99,34,139,25,40,34,48,28,61,29,49,27,36,9,29,14
2015-04-23,659,630,21,34,17,37,29,59,37,51,32,61,39,82,33,69,24,51,49,101,40,64,33,116,51,107,36,49,40,146,63,296,28,46,37,49,29,56,28,48,28,36,21,39,22
2015-04-23,659,792,22,36,26,49,27,60,40,55,42,75,28,69,27,122,26,59,28,92,26,49,29,83,30,66,27,42,23,95,30,122,23,47,38,50,30,84,29,47,27,35,10,49,8
2015-04-27,659,945,32,46,38,61,37,114,44,59,43,79,48,122,34,116,35,62,44,87,27,54,29,79,16,49,30,46,8,39,23,104,9,28,25,38,23,71,17,45,22,32,11,34,25
2015-04-27,659,1027,36,51,46,73,13,105,45,58,37,69,40,88,42,75,30,85,39,79,47,71,38,94,35,66,69,85,32,103,33,174,28,47,30,44,36,90,15,37,20,29,11,32,18
2015-04-27,659,868,13,28,43,65,60,113,47,60,42,75,38,89,28,110,35,60,53,101,50,81,50,101,50,88,45,60,27,101,39,165,29,49,37,52,33,143,38,61,30,40,10,34,26
2015-04-27,659,729,30,45,43,66,46,89,72,86,41,77,63,112,71,138,44,93,78,123,35,62,34,92,41,74,49,64,43,81,32,139,28,50,38,50,42,101,33,54,29,39,31,51,26
2015-04-27,659,683,34,53,41,63,39,112,36,50,34,67,40,86,31,121,15,79,32,71,47,74,41,97,39,216,42,58,38,230,34,174,24,43,47,80,52,94,15,35,21,30,10,29,19
2015-04-27,659,543,12,28,38,69,38,127,43,61,46,78,60,103,27,66,37,100,38,78,45,72,40,95,33,70,37,51,27,65,32,125,27,50,26,38,43,83,35,57,37,47,25,46,28
2015-04-27,659,879,36,50,45,67,45,116,43,56,41,75,39,88,29,64,32,100,38,77,48,78,35,84,39,71,67,95,29,92,43,207,32,53,43,57,29,67,34,55,31,39,24,45,20
2015-04-27,659,768,27,41,39,62,36,127,53,71,23,58,43,112,43,103,38,111,47,125,59,88,56,122,57,92,62,77,39,104,61,158,48,69,52,66,36,82,39,58,21,32,10,31,28
2015-04-27,659,610,35,51,40,65,42,116,50,64,46,79,41,123,39,129,36,98,47,120,31,62,56,122,60,98,78,93,32,99,34,145,33,54,40,53,32,91,41,63,21,31,10,31,30
2015-04-27,659,619,32,48,22,45,18,128,37,51,38,73,39,88,52,81,30,95,41,81,37,68,41,90,40,76,45,60,30,80,41,141,26,47,40,53,29,70,32,54,29,38,11,31,28
2015-04-27,659,894,14,38,22,46,21,63,37,61,38,73,42,241,28,76,29,86,29,96,41,67,47,108,31,61,27,41,33,71,35,119,28,47,36,50,12,117,34,58,21,31,25,46,16
2015-04-27,659,820,30,50,25,50,41,111,41,55,36,79,43,86,36,106,31,61,44,84,31,61,34,125,66,101,68,84,41,79,45,153,30,51,57,69,36,135,38,58,29,39,25,48,28
2015-04-27,659,740,22,38,36,50,37,93,47,63,79,102,29,73,30,88,34,99,40,97,46,65,32,110,35,74,70,106,80,207,44,119,29,61,33,50,22,118,29,44,26,33,27,43,32
2015-04-27,659,328,7,16,20,35,12,68,36,46,41,65,35,90,28,102,29,47,40,93,42,59,32,85,54,83,56,65,30,102,37,152,29,44,34,44,14,50,31,47,17,25,23,38,28
2015-04-27,659,1062,23,33,30,45,36,120,37,46,33,71,25,124,29,61,23,84,33,62,59,77,31,110,39,71,53,76,52,450,41,187,30,47,34,45,36,115,35,50,36,44,25,42,36
2015-04-27,659,451,7,16,13,29,26,59,40,50,25,50,33,73,6,60,25,47,35,92,26,48,76,184,51,130,86,98,39,95,50,151,24,39,49,59,25,59,32,49,29,39,6,23,35
2015-04-27,659,906,8,18,26,45,14,67,33,44,43,65,38,70,36,66,22,44,39,88,29,50,21,63,33,58,69,80,28,110,31,108,25,45,41,50,54,87,31,47,19,38,7,22,25
2015-04-27,659,1492,8,17,15,30,28,121,21,32,14,36,27,67,33,85,32,54,35,70,29,48,43,86,31,56,96,107,22,50,35,112,26,42,21,34,,,,,,,,,
2015-04-27,659,,22,40,16,31,13,46,31,41,16,39,21,104,34,65,25,81,22,54,14,45,35,71,25,51,28,38,23,99,33,143,25,53,25,35,27,101,27,43,24,32,22,35,32
2015-04-27,659,853,12,28,23,44,17,59,36,50,18,50,32,76,31,61,38,79,31,65,41,68,37,85,35,68,87,100,13,86,46,137,31,52,57,70,41,81,42,62,37,47,28,52,35
