day,busid,Travelto48,Dwell48,Travelto60,Dwell60,Travelto50,Dwell50,Travelto51,Dwell51,Travelto52,Dwell52,Travelto45,Dwell45,Travelto46,Dwell46,Travelto6,Dwell6,Travelto8,Dwell8,Travelto10,Dwell10,Travelto11,Dwell11,Travelto12,Dwell12,Travelto13,Dwell13,Travelto14,Dwell14,Travelto1,Dwell1,Travelto55,Dwell55,Travelto57,Dwell57,Travelto58,Dwell58,Travelto59,Dwell59,Travelto107,Dwell107,Travelto61,Dwell61,Travelto62,Dwell62
2015-02-23,655,118,26,40,39,62,42,120,52,64,42,74,38,78,46,232,36,72,92,166,34,60,70,194,68,142,76,90,26,92,34,116,28,44,36,48,45,84,34,54,28,38,12,30,28
2015-02-23,655,305,29,43,20,42,34,102,34,46,41,74,36,81,41,179,28,56,32,70,52,74,34,86,40,70,88,100,28,98,40,150,28,44,32,44,34,71,31,49,24,34,26,46,16
2015-02-23,655,845,11,25,24,50,36,74,44,58,38,72,40,80,24,220,36,106,32,80,42,72,42,104,30,78,64,84,42,106,32,120,22,40,34,48,28,74,28,48,18,28,10,30,16
2015-02-23,655,803,7,31,22,44,18,62,36,48,22,58,30,96,34,116,34,80,46,112,40,96,56,106,40,68,70,82,56,134,42,144,34,52,40,54,28,104,40,96,28,38,10,28,28
2015-02-23,655,768,8,28,60,78,32,110,44,58,32,64,36,102,46,266,42,68,66,100,84,114,126,174,48,88,92,104,26,58,42,154,34,50,44,54,46,152,34,52,34,42,28,46,32
2015-02-23,655,147,7,17,16,36,12,72,34,46,14,40,42,128,36,66,32,56,42,102,34,58,40,78,44,72,52,64,44,98,32,166,36,73,29,39,34,132,36,52,34,42,26,42,24
2015-02-23,655,934,8,18,40,58,30,98,40,52,38,68,42,106,34,70,34,58,42,86,22,40,36,84,34,62,14,28,42,98,38,174,28,43,73,85,32,72,36,58,30,38,18,34,34
2015-02-23,655,926,10,20,18,34,28,100,30,40,42,68,36,84,36,112,30,54,34,62,56,92,70,138,56,84,66,80,28,86,28,100,30,44,46,58,32,64,30,46,18,26,36,54,34
2015-02-23,655,956,28,52,18,34,32,82,44,56,38,64,32,76,38,92,30,70,50,88,36,54,40,86,48,80,52,64,26,104,50,166,36,52,38,52,38,102,30,52,14,22,34,52,52
2015-02-23,655,1218,24,34,36,56,14,60,36,52,69,94,30,62,34,100,28,78,32,94,30,48,44,90,32,62,64,76,22,78,46,120,32,62,38,48,34,72,34,52,46,54,24,42,36
2015-02-23,655,678,14,30,24,50,38,142,64,80,28,66,40,158,68,176,34,64,50,106,58,82,44,98,50,86,72,86,36,102,66,224,44,64,54,70,58,110,46,78,28,40,36,62,50
2015-02-23,655,161,11,25,42,68,34,86,36,54,45,82,38,82,30,66,46,98,32,106,30,58,40,92,44,74,60,74,28,94,40,130,32,52,40,54,48,92,46,72,44,56,42,74,44
2015-02-23,655,468,14,28,28,60,18,62,38,52,54,102,32,82,34,102,32,58,34,92,12,34,40,86,46,74,44,58,24,66,60,166,35,53,43,57,36,110,35,61,42,54,12,36,38
2015-02-23,655,641,11,27,24,46,17,81,34,50,28,68,12,60,38,116,25,53,42,102,34,60,50,102,56,88,48,60,32,62,52,154,45,63,61,73,44,146,46,70,41,51,27,51,40
2015-02-23,655,477,11,27,20,42,18,71,33,49,22,56,40,96,33,69,34,62,27,87,27,48,19,67,30,62,83,98,23,80,40,131,30,52,36,50,36,86,35,62,40,52,26,49,36
2015-02-23,655,696,12,31,17,43,18,62,38,54,34,66,32,92,28,70,34,60,26,82,16,36,38,86,30,62,42,54,26,58,38,122,26,46,46,60,12,90,36,60,40,52,10,38,42
2015-02-23,655,882,12,26,20,44,16,68,30,46,30,62,12,64,24,70,26,52,8,42,56,78,18,64,28,58,20,32,8,38,40,124,24,45,35,49,34,108,34,60,38,50,24,48,34
2015-02-23,655,764,12,26,20,42,18,94,28,42,23,54,36,78,4,76,6,32,34,68,34,56,30,76,32,60,20,34,6,82,,,,,,,,,,,,,,
2015-02-24,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,132,36,58,36,50,40,106,34,60,32,42,15,34,40
2015-02-24,655,620,12,28,20,42,18,90,14,28,20,54,10,50,8,70,6,30,10,46,32,58,38,88,26,58,38,52,10,44,26,120,8,25,23,37,36,88,16,40,22,34,10,32,40
2015-02-26,655,896,12,24,30,52,34,82,70,82,40,68,50,86,32,70,36,64,62,106,31,52,44,88,32,60,34,46,30,68,34,112,8,24,36,50,10,38,14,34,24,32,10,30,14
2015-02-26,655,838,26,38,36,60,18,54,34,50,30,64,28,100,36,114,24,64,24,64,44,72,26,78,30,64,24,40,26,62,30,136,12,28,22,34,12,40,18,38,18,28,13,30,16
2015-02-26,655,1135,25,37,40,60,32,128,52,64,36,62,58,94,26,106,32,68,78,117,33,53,28,76,30,62,84,106,52,108,44,162,30,46,34,46,30,60,32,52,26,34,12,32,24
2015-02-26,655,828,22,34,42,62,36,102,36,48,34,62,42,82,30,62,26,64,38,102,32,56,40,90,28,58,34,48,22,82,32,102,26,43,19,31,28,84,28,47,21,29,10,28,12
2015-02-26,655,1088,28,40,28,50,30,100,34,48,30,60,30,68,36,72,26,56,34,102,38,58,28,78,14,48,66,82,26,62,42,118,24,43,19,31,30,78,30,60,18,28,24,42,16
2015-02-26,655,1076,28,40,38,56,36,66,90,104,28,56,86,124,48,126,64,86,62,118,46,124,62,179,81,109,83,126,54,158,39,144,26,44,44,54,50,80,36,54,24,32,26,46,26
2015-02-26,655,474,22,32,28,50,26,62,44,58,18,48,30,92,42,104,24,56,28,66,32,54,26,76,36,66,54,70,20,62,56,138,26,44,32,44,12,64,16,34,24,34,10,28,26
2015-02-26,655,1134,10,20,32,54,32,132,42,56,40,68,32,96,34,86,26,60,104,142,56,80,48,100,86,140,36,51,29,62,39,107,32,48,32,44,32,74,32,48,26,34,22,38,22
2015-02-26,655,1458,8,32,26,48,28,70,48,62,30,60,34,120,36,70,12,36,34,82,28,52,36,82,40,70,49,60,14,65,31,103,22,39,29,41,22,50,30,48,18,26,24,42,24
2015-02-26,655,1138,10,22,42,62,30,116,40,52,28,56,26,70,32,106,26,84,34,88,26,50,44,88,30,56,51,63,26,66,29,107,22,38,20,32,12,62,28,48,16,24,24,42,24
2015-02-26,655,1052,22,32,28,48,32,110,64,78,29,55,54,143,48,103,52,82,80,116,51,77,44,107,101,132,64,78,28,56,40,111,30,46,48,60,32,106,30,48,26,34,24,42,28
2015-02-26,655,744,6,20,20,42,34,96,50,64,16,46,40,78,34,102,26,62,30,66,36,62,42,90,39,71,39,55,23,93,31,153,37,53,32,44,22,90,30,48,28,36,13,28,30
2015-02-26,655,712,26,40,26,44,27,113,44,58,32,61,40,81,28,144,30,59,65,127,32,54,50,171,120,158,97,108,68,425,53,169,29,47,52,63,47,120,40,57,38,47,24,67,28
2015-02-26,655,192,8,20,22,42,28,58,38,51,19,47,36,104,32,97,30,60,28,68,37,68,49,106,28,62,18,32,12,56,38,116,24,42,38,50,30,64,30,48,30,38,12,42,8
2015-03-02,655,313114,24,36,18,40,28,64,76,88,38,68,52,88,30,80,90,128,64,110,48,70,34,84,40,68,38,50,28,104,56,200,6,24,38,50,16,54,14,34,30,38,12,32,30
2015-03-02,655,576,32,46,26,50,14,54,38,52,20,52,34,74,72,158,26,66,32,72,32,56,28,78,38,68,30,44,8,44,34,114,28,48,30,40,30,80,16,38,16,28,28,48,14
2015-03-02,655,1134,26,48,38,60,52,100,90,102,16,46,82,120,6,84,64,100,112,148,52,72,32,72,41,69,58,70,32,62,39,131,31,47,30,42,46,84,30,50,19,29,22,44,21
2015-03-02,655,779,24,37,32,56,38,77,44,55,30,69,43,97,32,66,25,53,37,97,25,47,28,98,38,66,26,39,26,98,34,114,26,44,20,33,13,48,16,36,27,36,12,36,14
2015-03-02,655,1094,10,22,28,52,32,70,56,72,33,64,34,76,32,72,28,60,42,100,27,50,28,76,30,60,38,52,20,64,30,120,6,25,41,55,28,114,16,36,28,38,24,44,26
2015-03-02,655,1076,26,38,38,58,38,96,92,106,48,76,104,144,6,64,64,126,82,114,52,74,44,362,74,126,84,135,61,119,32,214,30,46,34,44,30,74,32,50,16,26,10,32,28
2015-03-02,655,268,20,34,28,48,14,46,44,60,16,50,50,90,54,130,28,58,24,62,23,46,30,82,34,64,56,72,8,44,50,134,24,42,32,44,12,42,16,34,28,38,10,28,24
2015-03-02,655,1184,28,38,36,56,32,74,58,72,32,60,30,66,42,122,42,74,80,114,92,120,122,178,140,168,54,66,52,92,54,137,31,47,48,56,40,66,36,54,28,36,8,26,28
2015-03-02,655,1252,10,22,34,58,34,112,50,62,17,44,30,94,46,92,28,82,42,106,32,54,46,88,38,66,72,84,44,132,50,144,26,42,32,44,12,86,36,56,28,36,22,42,24
2015-03-02,655,863,9,23,30,58,28,102,38,52,28,62,24,70,24,106,32,75,23,55,30,58,30,74,32,62,60,74,30,92,30,106,26,44,32,44,12,56,14,34,18,26,24,42,28
2015-03-02,655,1063,21,33,28,50,32,122,56,68,20,50,46,82,44,89,38,82,75,187,48,70,52,198,74,188,88,98,26,84,33,117,24,42,40,52,28,110,32,50,26,34,8,26,30
2015-03-02,655,582,26,38,18,38,36,114,28,40,34,66,32,90,38,70,28,60,28,62,32,60,30,82,38,70,34,48,24,82,32,114,8,25,33,47,30,104,30,52,16,26,24,42,30
2015-03-02,655,840,24,34,18,46,30,58,40,50,16,42,34,76,36,90,24,52,40,76,68,92,52,106,40,66,78,90,44,511,45,175,26,46,36,50,32,86,34,78,36,46,24,42,32
2015-03-02,655,408,10,22,20,44,18,52,34,50,34,68,36,88,44,130,24,56,34,76,42,72,36,100,50,76,38,86,48,196,36,104,28,44,34,46,30,110,30,48,28,36,24,66,20
2015-03-05,655,373,15,29,46,74,42,84,55,68,40,70,40,89,37,75,34,72,47,114,52,78,36,90,27,60,16,30,22,58,26,116,8,27,29,43,34,130,14,37,19,27,11,34,22
2015-03-05,655,982,30,46,42,64,40,78,42,56,32,64,48,94,34,149,31,59,38,76,38,74,36,84,30,60,50,64,22,52,28,106,24,42,20,32,30,122,16,56,22,30,10,32,24
2015-03-05,655,962,40,58,44,68,60,162,104,120,22,58,96,158,8,96,46,120,75,116,40,64,38,96,32,68,58,72,26,76,32,120,28,46,22,34,52,92,32,52,26,36,8,28,18
2015-03-05,655,667,25,39,46,68,36,80,44,58,36,70,42,80,64,196,34,64,40,106,28,54,36,88,50,82,34,48,18,54,30,146,22,40,22,34,30,103,13,33,22,30,13,104,18
2015-03-05,655,806,34,50,32,54,32,94,42,54,42,72,38,130,52,134,34,64,42,107,37,67,34,90,38,70,46,60,42,96,38,130,28,49,35,47,32,70,14,34,20,30,10,32,30
2015-03-05,655,900,30,46,40,62,32,74,46,60,40,78,48,86,36,72,38,68,38,94,32,56,32,112,30,68,82,96,22,60,26,112,8,29,33,47,14,76,14,36,20,28,28,48,20
2015-03-05,655,960,28,56,42,64,38,84,48,62,16,52,36,84,38,106,18,108,34,74,34,60,32,80,34,128,4,18,30,102,30,126,24,42,38,50,34,108,16,40,30,38,10,30,30
2015-03-05,655,872,12,26,46,68,40,100,76,88,48,90,102,184,66,180,92,146,132,216,100,130,94,170,130,170,112,131,65,189,65,180,40,60,72,86,40,124,36,60,34,44,24,46,36
2015-03-05,655,124,10,25,19,39,34,116,40,54,20,56,36,120,42,152,34,64,38,88,34,60,50,130,42,76,36,50,30,80,78,174,24,44,28,40,36,76,30,50,32,42,28,50,32
2015-03-05,655,610,12,26,32,56,38,106,38,52,20,50,32,84,40,106,34,72,38,94,34,60,50,110,62,92,110,124,30,120,40,167,29,49,46,60,34,84,34,68,20,30,24,46,28
2015-03-05,655,744,10,24,20,44,32,114,34,50,16,50,32,104,30,70,24,66,46,100,30,65,43,111,42,74,80,92,28,66,26,154,26,44,36,48,30,70,28,48,18,26,10,28,18
2015-03-05,655,940,10,28,32,56,34,112,38,50,32,64,42,80,28,66,26,62,50,102,38,66,58,158,56,86,86,100,40,98,31,131,28,51,34,48,32,72,36,56,36,46,10,28,30
2015-03-05,655,841,23,31,28,44,28,116,54,64,62,90,61,117,28,74,45,115,54,134,38,60,30,284,76,128,90,102,32,90,38,130,34,50,56,66,34,122,33,54,28,34,24,40,46
2015-03-05,655,172,6,17,23,61,4,92,36,46,44,66,36,84,40,126,28,54,48,98,26,48,39,83,32,60,46,56,26,60,41,130,25,41,32,42,39,133,34,54,28,34,8,24,26
2015-03-05,655,1029,9,19,45,60,11,57,50,62,32,58,35,132,40,124,25,67,38,103,39,63,43,90,62,90,120,130,35,252,52,169,44,61,67,77,35,75,32,52,32,40,22,38,28
2015-03-05,655,562,8,16,28,44,30,84,40,78,16,40,34,198,26,132,26,57,29,123,37,58,27,112,56,83,58,72,24,126,58,158,24,42,28,38,28,108,34,48,24,32,24,40,28
2015-03-05,655,670,14,24,30,46,26,112,42,54,32,68,34,79,51,131,28,60,36,118,34,54,38,100,46,78,38,50,36,180,50,150,34,52,36,48,34,106,34,53,29,37,22,38,32
2015-03-05,655,1054,24,34,32,48,14,108,46,58,20,44,48,92,70,154,32,88,50,106,50,76,46,126,58,90,50,60,32,66,52,154,30,46,32,44,40,130,32,48,30,40,25,42,38
2015-03-05,655,476,22,32,14,30,28,96,46,58,16,44,32,117,73,169,26,52,34,93,39,57,32,80,36,66,42,52,10,46,36,129,25,79,20,34,32,68,32,50,30,38,26,42,30
2015-03-05,655,672,10,24,34,56,14,76,36,50,32,64,30,92,38,106,36,62,34,84,36,56,32,80,46,76,28,40,6,86,44,125,39,57,40,52,38,102,30,52,38,48,30,56,38
2015-03-05,655,626,8,22,30,50,28,116,18,36,20,56,36,84,30,62,42,70,26,82,68,90,36,86,32,64,72,86,26,54,40,124,22,40,38,54,36,138,32,54,28,38,10,34,42
2015-03-05,655,682,10,26,18,40,30,100,44,58,46,76,32,119,31,71,26,52,26,82,32,54,28,76,36,66,36,48,8,52,44,135,31,56,39,51,20,56,33,54,28,38,26,50,40
2015-03-05,655,740,10,24,20,42,16,58,32,46,22,56,28,74,24,98,52,77,8,70,34,54,48,94,36,64,16,30,26,82,62,154,24,42,46,60,28,62,32,54,22,32,10,36,44
2015-03-05,655,760,8,24,22,44,32,68,30,44,20,50,34,78,28,64,24,52,8,128,42,64,28,78,30,58,46,60,8,62,30,156,26,44,36,48,32,80,36,58,30,40,10,37,39
2015-03-05,655,811,14,32,22,44,14,72,16,30,50,84,12,78,8,46,28,54,28,66,34,56,18,64,26,56,44,56,8,44,36,138,26,46,40,54,30,120,32,54,30,40,24,48,24
2015-03-05,655,808,12,30,24,48,16,58,16,32,32,64,26,70,6,36,40,66,8,44,32,56,32,78,28,58,34,46,6,60,42,,,,,,,,,,,,,
2015-03-06,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,28,48,40,54,30,62,32,54,32,44,12,36,38
2015-03-06,655,642,10,26,24,50,30,68,16,32,18,58,26,70,8,56,10,36,8,44,32,54,28,76,28,58,18,31,7,37,10,98,24,42,42,56,12,77,23,49,26,,,
2015-04-07,655,783,11,27,27,55,46,84,43,57,52,87,61,107,37,74,31,89,42,88,38,68,27,83,29,67,60,75,26,99,31,120,7,27,25,39,30,123,14,34,87,98,10,32,24
2015-04-07,655,818,36,52,46,74,56,160,46,59,22,56,44,98,42,98,30,90,40,80,41,72,44,98,34,68,78,92,44,82,28,128,10,28,34,48,28,132,16,34,18,28,10,32,16
2015-04-07,655,806,42,58,42,66,58,146,66,80,58,102,60,110,66,334,46,102,68,118,32,64,50,182,56,90,42,60,34,98,34,134,24,45,31,43,34,74,32,52,22,32,10,32,16
2015-04-07,655,388,10,24,38,62,40,80,42,56,38,70,50,168,82,306,30,60,44,88,36,60,36,94,48,82,88,102,36,88,36,122,24,42,22,34,30,64,16,36,18,26,10,30,14
2015-04-07,655,680,36,50,38,62,34,74,40,52,46,78,48,90,68,310,34,82,42,80,42,68,34,84,46,76,66,80,60,284,48,228,30,50,40,52,42,120,38,60,32,42,10,30,34
2015-04-07,655,378,28,42,20,42,36,84,58,70,40,72,38,78,38,126,30,90,40,85,45,71,36,104,76,114,22,38,32,82,28,120,30,48,37,50,32,70,32,52,20,30,10,40,28
2015-04-07,655,852,30,44,20,42,42,108,38,52,32,64,36,102,40,116,26,100,46,120,44,74,47,106,34,65,57,73,28,74,30,112,26,44,22,34,34,96,32,52,28,36,10,30,16
2015-04-07,655,874,30,44,38,62,44,82,66,80,52,86,58,134,38,290,42,100,64,124,78,102,50,116,52,108,182,280,54,318,34,124,30,50,38,52,34,72,14,34,26,36,24,44,26
2015-04-07,655,120,8,26,32,54,34,70,32,44,18,48,44,88,30,128,36,106,34,80,38,62,34,86,36,68,32,44,38,100,34,124,29,49,52,66,30,108,34,56,26,34,10,30,18
2015-04-07,655,866,12,28,28,56,20,96,46,58,32,64,36,108,72,174,37,110,34,79,37,71,58,112,40,70,38,52,46,90,42,176,28,48,42,58,32,70,32,56,18,26,10,30,16
2015-04-07,655,776,12,28,24,48,16,98,42,58,18,50,36,90,32,192,16,50,28,120,40,66,30,80,34,66,48,64,16,68,38,144,32,52,40,54,38,82,14,36,24,32,10,30,28
2015-04-07,655,874,28,44,20,42,16,104,36,52,22,54,56,142,26,56,26,82,32,70,46,70,46,114,40,74,32,52,62,98,28,108,22,42,50,64,27,67,34,54,30,42,10,30,20
2015-04-07,655,956,6,16,32,50,32,106,76,90,37,63,40,153,46,142,42,112,68,120,40,62,60,148,79,104,76,86,31,105,39,169,32,48,28,38,40,88,33,51,19,26,6,22,34
2015-04-07,655,388,12,22,14,30,26,58,25,35,26,48,28,60,42,90,21,47,30,77,19,45,46,96,52,80,74,88,30,88,46,126,26,42,38,52,39,121,30,48,35,47,7,25,37
2015-04-07,655,957,8,18,15,32,14,49,38,50,50,73,46,100,37,103,26,95,30,62,58,80,35,97,69,112,84,98,38,232,60,448,44,64,48,60,32,64,38,54,28,36,22,38,32
2015-04-07,655,458,24,34,26,44,12,90,38,52,50,80,38,146,30,110,32,53,31,83,30,54,44,101,46,76,30,42,24,78,36,146,8,24,28,40,30,66,28,50,26,34,8,24,28
2015-04-07,655,938,28,38,16,32,38,134,36,46,27,52,40,74,42,104,30,96,28,90,42,66,28,72,36,66,20,38,44,80,36,116,32,48,18,28,30,62,32,50,26,34,26,42,28
2015-04-07,655,1336,8,18,34,52,28,128,36,46,32,54,34,82,40,84,32,84,30,60,52,74,30,78,36,62,34,44,28,98,36,172,30,46,22,32,32,110,34,54,16,24,26,42,24
2015-04-07,655,654,20,30,16,32,24,58,34,46,14,38,30,66,42,106,16,56,34,86,16,36,28,74,30,56,46,58,20,100,42,152,32,48,34,44,30,64,36,52,46,54,8,24,32
2015-04-07,655,900,22,42,14,32,14,46,30,40,29,54,28,62,14,42,24,76,28,60,50,74,27,72,30,58,42,52,8,44,34,114,14,30,20,30,36,120,32,52,30,38,28,44,26
2015-04-15,655,383,23,37,20,42,18,106,52,64,36,72,40,86,44,116,36,158,40,82,36,60,28,76,30,60,26,40,6,44,26,110,8,26,24,36,34,98,16,34,21,24,10,28,14
2015-04-15,655,992,35,51,48,68,54,90,40,52,34,66,38,80,28,94,24,54,38,88,30,52,28,74,38,68,70,84,24,98,30,114,20,40,20,34,28,116,30,48,18,26,10,30,16
2015-04-15,655,994,32,48,46,71,49,153,46,60,40,76,68,128,66,112,34,94,56,126,82,106,40,88,36,64,54,68,14,64,36,146,24,45,21,33,32,118,32,54,20,30,10,30,26
2015-04-15,655,662,40,60,40,62,48,86,80,94,34,68,74,206,6,76,84,118,80,123,45,73,42,100,48,86,60,78,38,122,46,134,5,25,66,79,31,135,36,56,30,40,28,48,34
2015-04-15,655,531,41,57,42,66,39,79,42,54,16,48,50,92,41,132,29,57,38,82,29,53,37,87,31,61,43,55,29,99,30,126,7,25,36,48,11,95,31,50,19,28,11,35,18
2015-04-15,655,978,12,26,22,46,41,105,38,52,32,62,44,84,48,146,28,103,37,79,48,74,32,98,32,60,36,50,22,52,26,108,28,50,20,32,33,82,28,48,18,28,13,27,26
2015-04-15,655,990,30,46,42,64,32,74,58,72,40,74,34,92,40,84,46,98,40,120,36,60,50,98,48,80,36,50,44,138,42,138,26,46,40,52,50,122,34,52,32,40,26,46,30
2015-04-15,655,734,10,26,34,56,34,116,38,56,44,76,66,136,30,112,34,58,36,84,50,82,50,140,50,100,102,116,38,130,40,128,32,52,38,54,36,108,34,52,26,36,10,28,30
2015-04-15,655,656,34,50,44,66,36,84,46,58,60,92,66,112,34,76,60,102,71,120,38,64,36,92,42,76,50,64,30,108,32,166,28,46,40,52,40,96,34,57,17,27,26,48,14
2015-04-15,655,752,30,44,28,52,18,88,38,52,36,72,44,126,36,84,26,94,28,70,38,64,36,88,50,84,46,60,30,78,36,128,26,46,40,54,32,132,14,44,20,30,10,30,16
2015-04-15,655,866,30,44,20,44,34,114,34,50,34,72,34,154,34,104,28,78,38,100,48,74,50,110,36,64,44,58,24,110,30,126,30,50,22,36,12,52,32,60,20,28,26,46,14
2015-04-15,655,832,10,24,22,46,30,124,38,52,18,50,42,156,6,34,30,92,46,120,34,58,36,84,36,68,48,62,52,141,39,263,34,52,40,52,42,148,34,54,32,42,26,46,30
2015-04-15,655,628,8,22,30,48,14,46,48,64,48,78,32,78,36,118,46,112,72,126,36,58,36,102,88,144,88,116,30,116,36,144,28,44,38,50,30,66,36,70,20,28,23,40,42
2015-04-15,655,438,8,26,28,44,26,118,40,52,27,56,34,74,28,84,32,94,38,72,38,60,48,100,40,70,44,56,26,104,40,152,32,50,38,48,32,70,32,63,15,27,8,26,40
2015-04-15,655,950,22,36,18,36,15,120,38,52,50,80,40,116,26,92,28,90,28,64,58,82,46,90,36,64,60,70,28,364,50,180,36,54,52,62,38,76,34,52,30,40,8,24,36
2015-04-15,655,558,8,20,20,36,36,140,36,54,50,82,28,66,36,98,32,98,32,66,24,42,26,106,40,68,48,62,38,124,36,128,26,44,30,40,28,62,28,48,26,36,10,26,40
2015-04-15,655,984,26,44,32,50,28,74,38,50,32,60,32,118,22,58,26,84,26,58,68,94,32,80,46,80,62,78,24,138,56,174,24,40,42,54,28,64,32,48,26,36,24,42,46
2015-04-15,655,1192,10,22,22,40,28,82,44,56,41,70,32,94,26,52,30,80,26,59,17,35,29,79,30,58,18,30,18,100,46,184,32,49,35,45,24,56,29,45,28,35,21,39,33
2015-04-15,655,729,7,19,31,48,27,64,31,42,17,54,27,68,20,89,35,91,23,53,53,73,32,79,40,67,82,91,20,44,38,174,24,39,31,40,59,95,46,64,16,26,26,42,54
2015-04-15,655,752,10,28,27,48,14,106,46,64,44,84,46,282,46,124,42,100,40,106,38,64,54,128,48,88,64,78,34,76,62,162,34,54,56,70,42,92,52,74,45,56,40,68,50
2015-04-15,655,194,12,30,26,60,16,68,53,68,36,74,78,188,36,124,40,110,24,104,34,66,54,116,44,80,36,52,26,68,56,156,40,64,68,84,40,92,38,62,40,52,30,56,58
2015-04-15,655,308,32,50,26,48,42,158,42,58,22,74,14,70,6,44,36,84,36,106,54,88,90,146,38,76,26,40,34,94,46,186,34,56,98,114,38,104,36,72,42,54,32,56,56
2015-04-15,655,302,10,30,46,70,14,116,302,318,20,58,12,78,30,62,18,52,32,80,36,66,52,110,40,78,28,44,28,68,90,202,30,52,24,38,18,94,46,66,40,50,40,68,40
2015-04-15,655,306,34,54,28,50,16,88,42,58,20,66,36,94,26,86,36,102,10,50,16,44,34,92,22,60,34,50,8,72,60,204,8,26,58,72,32,78,18,40,32,42,30,54,56
2015-04-15,655,622,10,30,24,56,18,78,44,62,36,76,38,104,30,92,34,64,30,70,28,56,38,96,40,78,42,56,8,70,68,226,32,54,48,62,32,84,36,72,38,50,10,32,50
2015-04-15,655,570,12,38,30,56,16,92,18,34,22,66,36,92,6,74,38,72,32,74,68,98,38,,,,,,,,,,,,,,,,,,,,,
2015-04-16,655,,,,,,,,,,,,,,,,,,,,,,,98,26,64,26,42,22,72,38,148,32,56,46,62,36,108,40,62,38,50,34,60,50
2015-04-16,655,318,12,30,24,48,16,112,16,34,24,64,40,102,8,40,8,42,10,50,26,54,24,84,20,58,42,58,8,70,86,218,10,30,36,52,14,62,40,64,28,40,10,34,72
2015-05-04,655,95,11,25,22,40,34,106,46,59,18,49,31,69,27,90,8,34,37,71,34,56,18,67,37,68,29,41,7,35,29,130,19,38,21,33,18,88,16,36,21,32,23,41,19
2015-05-04,655,1006,12,28,43,66,19,65,16,32,34,77,41,88,7,79,15,50,23,92,27,49,28,91,27,63,25,38,8,,,,,,,,,,,,,,,,
2015-05-04,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,43,26,118,8,27,21,35,26,61,15,36,22,32,11,35,18
2015-05-04,655,1455,26,40,27,49,35,107,36,51,20,51,11,59,6,58,27,54,25,83,32,55,26,74,25,57,29,39,23,68,26,107,8,28,21,34,13,116,13,34,24,33,9,30,17
2015-05-04,655,1200,28,41,35,,,,40,54,33,65,34,77,39,92,30,54,40,78,43,65,36,85,41,71,44,55,39,89,29,128,21,38,31,42,31,63,14,33,17,25,8,27,21
2015-05-04,655,1076,8,21,35,52,19,106,36,51,41,51,43,104,28,72,12,39,30,89,27,47,33,86,28,56,38,50,20,68,35,148,7,24,27,39,11,102,26,45,19,28,10,30,30
2015-05-04,655,1135,26,40,30,48,28,63,36,50,34,61,32,67,22,54,64,101,31,66,53,73,62,73,35,72,54,66,28,92,26,153,24,42,24,36,28,106,32,55,21,30,12,34,29
2015-05-04,655,943,12,26,45,65,46,124,39,52,34,61,36,74,23,97,25,57,42,93,31,57,52,99,58,86,42,54,10,78,36,157,24,41,43,54,32,65,31,48,27,36,24,41,27
2015-05-04,655,990,8,20,31,49,30,86,69,80,31,56,34,97,37,127,32,56,45,91,64,85,45,91,43,70,90,101,17,47,63,167,26,44,35,47,31,67,29,49,28,36,20,38,35
2015-05-04,655,1474,33,45,30,50,31,82,34,48,17,45,11,68,41,106,26,50,26,74,29,51,38,94,51,79,23,34,24,71,33,126,29,44,32,43,30,96,14,34,18,25,10,29,23
2015-05-04,655,1162,27,39,29,47,14,52,32,44,16,47,32,87,59,133,26,58,35,73,33,60,58,106,44,75,55,68,29,63,38,134,29,45,34,45,32,68,29,50,21,33,8,29,35
2015-01-13,656,74,32,46,22,46,42,82,36,48,36,76,44,88,13,56,30,72,36,84,14,40,38,106,28,62,73,82,24,60,8,100,8,32,22,38,14,52,22,58,20,30,10,36,20
2015-01-13,656,1062,30,44,23,51,38,118,38,54,22,56,40,106,28,94,18,62,38,92,32,60,32,92,26,58,45,59,30,86,26,124,8,28,21,35,48,88,16,38,19,27,10,31,15
2015-01-13,656,1060,38,53,46,75,97,164,96,110,56,88,86,146,6,58,45,78,70,120,62,96,47,127,79,117,42,56,38,118,34,113,18,39,33,47,25,61,32,54,20,28,11,31,14
2015-01-13,656,544,36,50,24,44,36,102,50,62,40,76,76,138,32,118,38,76,56,102,66,92,30,82,67,96,32,44,22,78,32,116,26,44,26,40,30,94,14,40,20,30,11,32,20
2015-01-13,656,854,36,52,20,44,34,86,50,62,40,68,50,89,35,69,30,58,46,111,29,51,40,86,44,72,46,60,52,110,46,142,28,48,20,35,31,69,30,61,19,27,26,48,16
2015-01-13,656,922,38,52,38,62,36,106,42,56,34,62,36,96,24,70,28,96,60,112,40,68,30,84,38,118,68,82,8,58,40,120,8,30,34,48,30,67,15,33,20,28,12,30,38
2015-01-13,656,938,36,66,20,44,18,66,38,52,18,52,38,96,26,84,30,63,29,74,43,71,32,98,30,62,46,58,24,98,36,126,24,43,36,51,36,110,64,84,30,38,24,44,52
2015-01-13,656,918,28,42,46,68,40,132,100,115,73,105,92,184,74,172,104,148,88,132,52,84,90,200,172,210,69,83,70,180,52,251,32,52,34,46,38,78,36,54,30,40,22,42,34
