day,busid,Travelto118,Dwell118,Travelto64,Dwell64,Travelto78,Dwell78,Travelto76,Dwell76
2015-04-20,656,784,37,56,28,59,17,336,29
2015-04-20,656,,,,,,,,31
2015-04-20,656,267,34,59,33,64,32,350,14
2015-04-20,656,,,,,,,,107
2015-04-20,656,356,74,94,51,84,36,325,51
2015-04-20,656,,,,,,,,29
2015-04-20,656,302,38,57,35,65,31,375,39
2015-04-20,656,,,,,,,,59
2015-04-20,656,327,19,42,36,65,14,353,12
2015-04-20,656,,,,,,,
2015-05-07,656,,44,65,42,71,35,404,36
2015-05-07,656,684,34,55,31,57,22,,213
2015-05-07,656,508,50,72,30,60,29,,206
2015-05-07,656,540,37,58,44,74,13,357,2
2015-05-07,656,,,,,,,,145
2015-05-07,656,459,42,58,42,70,32,354,3
2015-05-07,656,,,,,,,,164
2015-05-07,656,475,62,117,59,90,35,344,3
2015-05-07,656,,,,,,,,188
2015-05-07,656,495,37,61,31,59,29,355,1
2015-05-07,656,,,,,,,,226
2015-05-07,656,593,38,67,34,64,29,311,3
2015-05-07,656,,,,,,,,192
2015-05-07,656,448,47,70,46,77,31,373,2
2015-05-07,656,,,,,,,,216
2015-05-07,656,575,39,62,44,71,27,405,43
2015-05-07,656,,,,,,,,188
2015-05-07,656,473,40,80,41,74,29,451,34
2015-05-07,656,,,,,,,,226
2015-05-07,656,571,53,75,30,61,15,,205
2015-05-07,656,511,28,53,32,66,31,500,34
2015-05-07,656,,,,,,,,164
2015-05-07,656,490,51,76,34,62,30,407,31
2015-05-07,656,,,,,,,,177
2015-05-07,656,482,41,67,38,70,40,496,4
2015-05-07,656,,,,,,,,184
2015-05-07,656,553,68,117,25,55,34,,79
2015-05-07,656,441,37,176,50,82,32,472,1
2015-05-07,656,,,,,,,,198
2015-05-07,656,569,51,75,41,77,29,489,3
2015-05-07,656,,,,,,,,43
2015-05-07,656,435,45,76,55,87,25,451,3
2015-05-07,656,,,,,,,,46
2015-05-07,656,453,59,137,62,103,33,447,44
2015-05-07,656,,,,,,,,86
2015-05-07,656,472,39,71,36,70,15,421,1
2015-05-07,656,,,,,,,,25
2015-05-07,656,428,39,66,69,103,34,359,1
2015-05-07,656,,,,,,,,107
2015-05-07,656,485,58,84,66,101,13,408,58
2015-05-07,656,,,,,,,,161
2015-05-07,656,456,59,93,58,90,25,449,68
2015-05-07,656,,,,,,,,122
2015-05-07,656,487,35,59,34,71,25,424,1
2015-05-07,656,,,,,,,,105
2015-05-07,656,450,53,76,37,70,17,327,1
2015-05-07,656,1043,36,61,25,59,29,361,29
2015-05-07,656,,,,,,,,72
2015-05-07,656,371,24,49,35,67,39,354,2
2015-05-07,656,,,,,,,,65
2015-05-07,656,423,19,59,42,77,36,399,2
2015-05-07,656,924,19,42,21,57,33,
2015-02-04,657,,,,,,,,196
2015-02-04,657,536,34,56,36,68,30,,200
2015-02-04,657,474,66,100,46,78,30,,150
2015-02-04,657,452,20,42,34,62,30,,224
2015-02-04,657,558,48,70,64,96,40,,226
2015-02-04,657,566,58,82,44,76,34,346,2
2015-02-04,657,,,,,,,,192
2015-02-04,657,486,46,68,54,84,30,,218
2015-02-04,657,513,41,66,37,69,30,348,32
2015-02-04,657,,,,,,,,197
2015-02-04,657,534,44,68,38,68,32,310,38
2015-02-04,657,,,,,,,,165
2015-02-04,657,527,109,195,158,193,45,426,71
2015-02-04,657,,,,,,,,106
2015-02-04,657,418,22,76,38,68,16,408,36
2015-02-04,657,,,,,,,,156
2015-02-04,657,482,44,68,50,96,44,362,36
2015-02-04,657,,,,,,,,226
2015-02-04,657,566,50,76,52,86,40,362,2
2015-02-04,657,,,,,,,,246
2015-02-04,657,559,53,79,54,90,42,354,4
2015-02-04,657,,,,,,,,158
2015-02-04,657,572,24,56,48,78,32,400,42
2015-02-04,657,,,,,,,,192
2015-02-04,657,542,20,62,52,84,16,332,2
2015-02-04,657,,,,,,,,170
2015-02-04,657,627,159,209,150,182,96,,
2015-02-04,657,,20,,,,,,2
2015-02-04,657,580,34,56,38,68,38,350,2
2015-02-04,657,,,,,,,,198
2015-02-04,657,538,38,66,82,128,44,342,2
2015-02-04,657,,,,,,,,104
2015-02-04,657,406,60,97,84,118,39,427,69
2015-02-04,657,,,,,,,,256
2015-02-04,657,582,34,60,52,84,42,378,44
2015-02-04,657,,,,,,,,202
2015-02-04,657,552,32,56,58,92,46,334,54
2015-02-04,657,,,,,,,,166
2015-02-04,657,510,46,68,56,88,30,460,48
2015-02-04,657,,,,,,,,160
2015-02-04,657,662,64,112,62,100,34,528,408
2015-02-04,657,706,24,46,38,68,32,400,306
2015-02-04,657,704,64,96,38,72,38,480,466
2015-02-04,657,1090,80,124,56,90,46,480,2
2015-02-04,657,1072,79,123,36,110,42,,
2015-02-04,657,,10,,,,,,209
2015-02-04,657,567,36,60,44,84,36,364,637
2015-02-04,657,959,54,76,52,98,55,412,50
2015-02-04,657,,,,,,,,226
2015-02-04,657,562,32,78,40,86,48,416,14
2015-02-04,657,,,,,,,
2015-02-05,657,39693,48,70,70,100,32,,
2015-02-05,657,,,,10,,,,276
2015-02-05,657,620,18,38,32,62,30,466,560
2015-02-05,657,892,38,64,40,70,15,,254
2015-02-05,657,596,46,64,50,80,34,354,6
2015-02-05,657,950,42,86,75,117,32,360,11
2015-02-05,657,,,,,,,,193
2015-02-05,657,564,25,48,47,77,31,349,2
2015-02-05,657,,,,,,,,201
2015-02-05,657,476,32,54,44,74,32,312,2
2015-02-05,657,,,,,,,,218
2015-02-05,657,482,36,60,61,94,44,386,4
2015-02-05,657,,,,,,,,230
2015-02-05,657,620,80,120,30,68,30,354,28
2015-02-05,657,,,,,,,,106
2015-02-05,657,398,22,44,32,62,26,312,20
2015-02-05,657,,,,,,,,338
2015-02-05,657,692,30,54,73,102,34,353,37
2015-02-05,657,,,,,,,,256
2015-02-05,657,616,64,150,194,236,31,420,394
2015-02-05,657,714,50,88,44,78,30,366,28
2015-02-05,657,,,,,,,,208
2015-02-05,657,484,18,38,50,82,20,358,12
2015-02-05,657,,,,,,,,140
2015-02-05,657,446,36,76,52,82,30,378,2
2015-02-05,657,,,,,,,,184
2015-02-05,657,609,77,109,99,131,34,442,800
2015-02-05,657,1112,34,59,43,79,32,347,55
2015-02-05,657,,,,,,,,205
2015-02-05,657,551,40,68,86,124,36,362,2
2015-02-05,657,,,,,,,,268
2015-02-05,657,621,123,157,122,158,48,442,2
2015-02-05,657,956,36,62,42,72,36,386,42
2015-02-05,657,,,,,,,,174
2015-02-05,657,516,32,56,44,74,38,392,42
2015-02-05,657,,,,,,,,202
2015-02-05,657,682,72,98,158,194,56,,
2015-02-05,657,,4,,,,,,2
2015-02-05,657,892,42,64,38,68,36,452,2
2015-02-05,657,,,,,,,,108
2015-02-05,657,460,60,82,32,64,38,450,526
2015-02-05,657,882,60,84,47,86,36,518,463
2015-02-05,657,836,124,193,67,117,64,478,2
2015-02-05,657,,,,,,,
2015-02-18,657,,,,,,,,450
2015-02-18,657,866,46,70,60,92,38,344,952
2015-02-18,657,1230,50,72,54,86,34,332,84
2015-02-18,657,,,,,,,,374
2015-02-18,657,694,73,114,75,107,30,357,46
2015-02-18,657,1035,43,65,43,74,27,290,2
2015-02-18,657,,,,,,,,382
2015-02-18,657,790,127,170,124,162,42,390,2
2015-02-18,657,762,26,48,34,60,32,300,2
2015-02-18,657,,,,,,,,341
2015-02-18,657,693,37,56,56,86,38,300,2
2015-02-18,657,,,,,,,,392
2015-02-18,657,694,48,96,82,118,30,320,2
2015-02-18,657,,,,,,,,410
2015-02-18,657,669,39,65,50,80,34,386,42
2015-02-18,657,,,,,,,,524
2015-02-18,657,850,6,148,122,154,42,464,72
2015-02-18,657,,,,,,,,44
2015-02-18,657,392,34,52,32,56,17,272,2
2015-02-18,657,,,,,,,,146
2015-02-18,657,504,58,76,142,186,48,454,62
2015-02-18,657,,,,,,,,54
2015-02-18,657,430,62,80,42,68,42,276,2
2015-02-18,657,,,,,,,,114
2015-02-18,657,420,30,44,46,70,36,281,2
2015-02-18,657,,,,,,,,156
2015-02-18,657,476,76,130,56,82,30,290,6
2015-02-18,657,,,,,,,,162
2015-02-18,657,456,90,106,36,59,31,297,2
2015-02-18,657,,,,,,,,150
2015-02-18,657,402,58,118,64,88,28,278,4
2015-02-18,657,,,,,,,,122
2015-02-18,657,374,40,62,28,52,36,346,2
2015-02-18,657,,,,,,,,121
2015-02-18,657,430,41,59,90,116,34,326,2
2015-02-18,657,,,,,,,,146
2015-02-18,657,446,22,40,35,56,14,338,28
2015-02-18,657,,,,,,,
2015-02-24,657,,,,,,,,212
2015-02-24,657,580,46,70,50,80,34,,
2015-02-24,657,,28,,,,,,690
2015-02-24,657,1086,72,94,74,110,38,358,40
2015-02-24,657,,,,,,,,150
2015-02-24,657,530,22,44,42,74,22,370,26
2015-02-24,657,,,,,,,,118
2015-02-24,657,420,31,52,58,86,30,344,32
2015-02-24,657,,,,,,,,128
2015-02-24,657,519,98,133,141,176,34,510,269
2015-02-24,657,618,73,95,30,56,29,,92
2015-02-24,657,361,28,47,52,82,14,274,2
2015-02-24,657,,,,,,,,138
2015-02-24,657,432,46,69,64,107,38,375,2
2015-02-24,657,,,,,,,,238
2015-02-24,657,658,104,136,76,113,31,400,2
2015-02-24,657,,,,,,,,147
2015-02-24,657,483,33,54,44,78,32,373,2
2015-02-24,657,,,,,,,,112
2015-02-24,657,378,30,50,32,59,30,265,2
2015-02-24,657,,,,,,,,110
2015-02-24,657,412,80,202,116,150,55,384,2
2015-02-24,657,912,71,95,32,66,18,390,34
2015-02-24,657,,,,,,,,91
2015-02-24,657,366,32,54,44,88,32,370,14
2015-02-24,657,,,,,,,,80
2015-02-24,657,388,42,64,88,120,30,336,12
2015-02-24,657,,,,,,,,42
2015-02-24,657,374,66,100,54,82,32,400,14
2015-02-24,657,,,,,,,,46
2015-02-24,657,342,256,282,54,80,26,389,521
2015-02-24,657,823,49,66,50,82,32,366,2
2015-02-24,657,,,,,,,,50
2015-02-24,657,496,90,184,166,194,62,460,308
2015-02-24,657,600,84,104,36,96,34,416,2
2015-02-24,657,,,,,,,
2015-03-04,657,,34,58,42,70,30,,284
2015-03-04,657,582,40,64,54,84,14,,168
2015-03-04,657,474,20,42,34,60,44,,
2015-03-04,657,,26,,,,,,270
2015-03-04,657,584,46,68,54,84,40,,236
2015-03-04,657,560,46,70,48,80,34,388,2
2015-03-04,657,,,,,,,,212
2015-03-04,657,538,38,76,58,88,30,352,2
2015-03-04,657,,,,,,,,188
2015-03-04,657,528,44,68,60,90,32,296,4
2015-03-04,657,,,,,,,,225
2015-03-04,657,529,35,63,40,68,32,339,43
2015-03-04,657,,,,,,,,250
2015-03-04,657,684,120,216,122,152,42,363,2
2015-03-04,657,710,38,60,38,66,36,374,32
2015-03-04,657,,,,,,,,164
2015-03-04,657,476,38,62,42,74,58,435,15
2015-03-04,657,,,,,,,,382
2015-03-04,657,684,58,80,72,102,56,396,68
2015-03-04,657,,,,,,,,396
2015-03-04,657,698,44,74,42,72,34,318,2
2015-03-04,657,,,,,,,,194
2015-03-04,657,500,50,72,52,82,28,352,40
2015-03-04,657,,,,,,,,306
2015-03-04,657,630,48,70,50,82,64,336,2
2015-03-04,657,,,,,,,,219
2015-03-04,657,648,99,251,156,208,59,386,2
2015-03-04,657,664,30,52,34,62,38,286,2
2015-03-04,657,,,,,,,,310
2015-03-04,657,662,50,70,58,88,32,400,48
2015-03-04,657,,,,,,,,178
2015-03-04,657,506,44,80,70,100,40,472,58
2015-03-04,657,,,,,,,,224
2015-03-04,657,508,82,106,34,62,36,362,42
2015-03-04,657,,,,,,,,186
2015-03-04,657,548,48,80,70,100,58,494,2
2015-03-04,657,1024,26,50,46,76,36,870,4
2015-03-04,657,,60,110,122,158,44,770,136
2015-03-04,657,594,34,70,56,94,38,702,2
2015-03-04,657,1206,36,82,56,94,46,480,52
2015-03-04,657,,,,,,,,114
2015-03-04,657,510,32,56,36,100,44,364,2
2015-03-04,657,908,54,76,40,110,52,389,3
2015-03-04,657,900,30,52,58,91,37,391,657
2015-03-04,657,995,30,50,36,71,24,294,1
2015-03-04,657,,,,,,,
2015-03-24,657,,44,70,80,110,38,394,18
2015-03-24,657,,,,,,,,628
2015-03-24,657,916,70,90,48,80,38,374,12
2015-03-24,657,,,,,,,,66
2015-03-24,657,352,24,54,72,108,36,400,12
2015-03-24,657,,,,,,,,264
2015-03-24,657,572,40,74,46,80,28,374,14
2015-03-24,657,,,,,,,,424
2015-03-24,657,832,86,154,123,183,50,,
2015-03-24,657,,18,,,,,,2
2015-03-24,657,648,40,74,44,88,46,308,2
2015-03-24,657,,,,,,,,508
2015-03-24,657,834,30,50,52,94,52,318,2
2015-03-24,657,1024,62,84,62,100,30,330,2
2015-03-24,657,,,,,,,,246
2015-03-24,657,587,125,174,64,110,44,429,526
2015-03-24,657,817,47,115,56,92,38,362,2
2015-03-24,657,,,,,,,,94
2015-03-24,657,454,36,58,37,65,13,249,2
2015-03-24,657,,,,,,,,106
2015-03-24,657,458,48,94,78,116,44,400,56
2015-03-24,657,,,,,,,,88
2015-03-24,657,556,44,72,30,58,14,340,29
2015-03-24,657,,,,,,,,82
2015-03-24,657,370,32,52,34,66,26,294,2
2015-03-24,657,,,,,,,,64
2015-03-24,657,320,36,54,50,74,32,310,2
2015-03-24,657,,,,,,,,94
2015-03-24,657,538,92,138,60,88,30,300,2
2015-03-24,657,912,40,56,56,78,28,322,40
2015-03-24,657,,,,,,,,112
2015-03-24,657,398,18,36,40,64,28,318,2
2015-03-24,657,,,,,,,,72
2015-03-24,657,454,80,106,132,180,80,558,392
2015-03-24,657,696,68,112,44,72,22,354,10
2015-03-24,657,,,,,,,
2015-03-30,657,,34,56,42,72,30,,200
2015-03-30,657,502,34,56,46,78,16,,190
2015-03-30,657,492,44,66,36,66,30,,
2015-03-30,657,,14,,,,,,140
2015-03-30,657,534,60,84,58,96,44,388,2
2015-03-30,657,,,,,,,,218
2015-03-30,657,574,64,86,50,80,38,320,2
2015-03-30,657,,,,,,,,218
2015-03-30,657,572,36,66,76,108,40,376,4
2015-03-30,657,,,,,,,,106
2015-03-30,657,418,52,74,56,86,30,280,2
2015-03-30,657,,,,,,,,156
2015-03-30,657,428,34,64,44,78,38,318,4
2015-03-30,657,,,,,,,,194
2015-03-30,657,550,90,163,100,139,40,392,2
2015-03-30,657,,,,,,,,214
2015-03-30,657,510,32,58,32,64,20,282,2
2015-03-30,657,,,,,,,,220
2015-03-30,657,508,44,68,52,110,8,296,2
2015-03-30,657,,,,,,,,170
2015-03-30,657,474,42,66,77,106,38,408,50
2015-03-30,657,,,,,,,,238
2015-03-30,657,516,38,65,57,89,40,386,2
2015-03-30,657,,,,,,,,160
2015-03-30,657,516,46,68,44,73,28,318,3
2015-03-30,657,,,,,,,,175
2015-03-30,657,507,43,66,48,81,35,376,3
2015-03-30,657,,,,,,,,94
2015-03-30,657,454,109,175,147,191,66,,
2015-03-30,657,,18,,,,,,418
2015-03-30,657,702,42,67,44,74,32,358,2
2015-03-30,657,,,,,,,,149
2015-03-30,657,478,38,76,68,100,56,410,2
2015-03-30,657,,,,,,,,78
2015-03-30,657,410,58,86,80,116,50,408,2
2015-03-30,657,1028,36,58,40,72,34,310,2
2015-03-30,657,,,,,,,,64
2015-03-30,657,410,32,56,50,84,30,366,2
2015-03-30,657,,,,,,,,106
2015-03-30,657,424,42,68,42,74,34,486,40
2015-03-30,657,,,,,,,,84
2015-03-30,657,424,124,146,80,114,54,488,534
2015-03-30,657,844,36,64,38,74,36,403,281
2015-03-30,657,593,22,42,72,104,36,390,34
2015-03-30,657,,,,,,,,126
2015-03-30,657,444,34,62,54,92,42,386,50
2015-03-30,657,,,,,,,,54
2015-03-30,657,370,48,70,52,84,20,374,624
2015-03-30,657,972,40,60,68,112,38,398,48
2015-03-30,657,,,,,,,,202
2015-03-30,657,508,38,64,58,88,38,376,626
2015-03-30,657,986,58,82,48,84,30,346,74
2015-03-30,657,,,,,,,
2015-04-02,657,,,,,,,,254
2015-04-02,657,614,17,38,45,77,31,,574
2015-04-02,657,854,18,40,29,61,30,,130
2015-04-02,657,470,30,52,24,52,30,,458
2015-04-02,657,812,40,66,52,80,18,280,2
2015-04-02,657,,,,,,,,110
2015-04-02,657,438,36,70,46,82,32,344,2
2015-04-02,657,,,,,,,,146
2015-04-02,657,462,38,68,50,82,30,300,2
2015-04-02,657,,,,,,,,280
2015-04-02,657,578,20,44,48,76,42,348,4
2015-04-02,657,,,,,,,,106
2015-04-02,657,476,42,156,84,118,52,378,2
2015-04-02,657,914,40,100,36,68,18,340,34
2015-04-02,657,,,,,,,,218
2015-04-02,657,634,20,46,46,84,32,320,2
2015-04-02,657,,,,,,,,176
2015-04-02,657,492,32,52,50,84,16,420,46
2015-04-02,657,,,,,,,,170
2015-04-02,657,496,40,92,176,208,52,434,564
2015-04-02,657,882,36,102,46,80,32,318,2
2015-04-02,657,,,,,,,,222
2015-04-02,657,508,38,74,46,76,34,390,28
2015-04-02,657,,,,,,,,238
2015-04-02,657,572,38,62,52,88,32,338,2
2015-04-02,657,,,,,,,,90
2015-04-02,657,542,53,106,84,118,37,462,2
2015-04-02,657,,,,,,,,382
2015-04-02,657,694,38,60,44,74,36,366,2
2015-04-02,657,,,,,,,,218
2015-04-02,657,558,42,70,76,106,38,380,2
2015-04-02,657,,,,,,,,52
2015-04-02,657,384,109,179,85,119,39,494,509
2015-04-02,657,842,32,52,44,86,36,308,2
2015-04-02,657,,,,,,,,98
2015-04-02,657,360,34,56,40,74,28,380,39
2015-04-02,657,,,,,,,,132
2015-04-02,657,468,57,104,136,169,43,869,352
2015-04-02,657,846,88,134,40,76,38,454,426
2015-04-02,657,741,39,61,34,66,34,428,630
2015-04-02,657,996,38,60,62,92,30,374,620
2015-04-02,657,912,50,106,46,74,38,432,2
2015-04-02,657,,,,,,,
2015-04-06,657,,,,,,,,158
2015-04-06,657,440,18,38,44,256,14,,268
2015-04-06,657,586,30,50,34,60,26,,204
2015-04-06,657,522,28,48,34,62,46,,182
2015-04-06,657,504,60,104,56,88,30,272,2
2015-04-06,657,878,32,76,36,70,33,340,10
2015-04-06,657,,,,,,,,92
2015-04-06,657,404,31,55,56,86,30,290,2
2015-04-06,657,,,,,,,,107
2015-04-06,657,421,21,44,28,55,29,291,1
2015-04-06,657,,,,,,,,90
2015-04-06,657,362,36,59,52,84,27,307,2
2015-04-06,657,1332,62,100,44,74,22,340,14
2015-04-06,657,,,,,,,,160
2015-04-06,657,560,26,60,50,80,32,328,2
2015-04-06,657,,,,,,,,302
2015-04-06,657,658,24,52,102,142,50,378,2
2015-04-06,657,,,,,,,,174
2015-04-06,657,572,42,82,90,122,44,308,2
2015-04-06,657,,,,,,,,254
2015-04-06,657,540,38,60,56,84,34,382,34
2015-04-06,657,,,,,,,,344
2015-04-06,657,668,30,50,40,70,30,322,26
2015-04-06,657,,,,,,,,158
2015-04-06,657,460,26,50,38,70,32,376,3
2015-04-06,657,1117,116,143,76,105,36,353,4
2015-04-06,657,1362,20,47,51,97,32,292,4
2015-04-06,657,,,,,,,,200
2015-04-06,657,572,120,182,138,172,42,422,2
2015-04-06,657,917,91,160,103,137,46,458,4
2015-04-06,657,755,37,61,38,74,32,414,2
2015-04-06,657,,,,,,,,218
2015-04-06,657,622,40,66,34,66,56,370,4
2015-04-06,657,,,,,,,,207
2015-04-06,657,626,44,70,72,110,46,427,55
2015-04-06,657,,,,,,,,188
2015-04-06,657,544,54,76,38,70,38,384,2
2015-04-06,657,,,,,,,,158
2015-04-06,657,520,54,78,38,72,36,438,548
2015-04-06,657,932,38,60,60,92,33,433,532
2015-04-06,657,906,42,74,62,94,45,354,55
2015-04-06,657,,,,,,,
2015-04-07,657,,,,,,,,168
2015-04-07,657,490,21,41,44,75,32,,
2015-04-07,657,,,,8,,,,209
2015-04-07,657,552,28,48,26,57,32,,270
2015-04-07,657,598,31,50,24,56,30,278,2
2015-04-07,657,912,28,50,48,76,34,300,2
2015-04-07,657,966,50,68,72,106,32,338,2
2015-04-07,657,,,,,,,,148
2015-04-07,657,438,28,48,38,76,34,,304
2015-04-07,657,592,40,62,38,66,30,342,2
2015-04-07,657,,,,,,,,202
2015-04-07,657,596,32,86,110,142,40,410,2
2015-04-07,657,930,100,142,28,54,34,340,14
2015-04-07,657,,,,,,,,118
2015-04-07,657,434,26,58,32,62,16,348,14
2015-04-07,657,,,,,,,,106
2015-04-07,657,418,34,54,38,72,40,348,2
2015-04-07,657,,,,,,,,142
2015-04-07,657,514,70,129,144,177,76,396,2
2015-04-07,657,861,75,88,38,68,30,330,2
2015-04-07,657,,,,,,,,226
2015-04-07,657,538,18,40,48,80,30,396,2
2015-04-07,657,1088,40,60,46,80,32,370,46
2015-04-07,657,,,,,,,,252
2015-04-07,657,836,70,156,80,112,34,350,4
2015-04-07,657,1038,32,50,42,74,30,284,4
2015-04-07,657,,,,,,,,180
2015-04-07,657,454,44,64,46,74,58,316,44
2015-04-07,657,,,,,,,,126
2015-04-07,657,500,5,185,149,177,28,366,2
2015-04-07,657,,,,,,,,54
2015-04-07,657,338,28,50,38,62,30,318,34
2015-04-07,657,,,,,,,,118
2015-04-07,657,410,24,48,44,70,26,302,34
2015-04-07,657,,,,,,,,164
2015-04-07,657,586,48,98,110,140,48,498,2
2015-04-07,657,,,,,,,,182
2015-04-07,657,510,68,124,40,74,28,338,2
2015-04-07,657,,,,,,,,160
2015-04-07,657,488,24,42,36,62,16,276,30
2015-04-07,657,,,,,,,,160
2015-04-07,657,462,26,47,44,68,34,322,2
2015-04-07,657,,,,,,,,181
2015-04-07,657,439,28,56,52,90,40,298,41
2015-04-07,657,,,,,,,
2015-04-08,657,,,,,,,,256
2015-04-08,657,624,28,48,40,70,16,,324
2015-04-08,657,642,22,46,34,66,14,,146
2015-04-08,657,472,32,64,38,72,28,334,2
2015-04-08,657,862,64,88,60,100,42,408,2
2015-04-08,657,754,36,58,46,78,30,310,2
2015-04-08,657,,,,,,,,148
2015-04-08,657,508,36,60,52,82,20,336,2
2015-04-08,657,1092,22,48,32,68,28,334,14
2015-04-08,657,,,,,,,,204
2015-04-08,657,596,34,54,50,84,38,452,18
2015-04-08,657,,,,,,,,190
2015-04-08,657,501,30,69,40,70,29,361,2
2015-04-08,657,,,,,,,,50
2015-04-08,657,386,33,57,71,125,28,368,40
2015-04-08,657,,,,,,,,73
2015-04-08,657,363,48,76,122,160,40,397,78
2015-04-08,657,,,,,,,,196
2015-04-08,657,486,44,64,64,98,54,377,3
2015-04-08,657,,,,,,,,216
2015-04-08,657,542,38,62,76,114,40,390,2
2015-04-08,657,1034,32,60,30,62,26,364,30
2015-04-08,657,,,,,,,,304
2015-04-08,657,629,48,69,49,77,45,335,38
2015-04-08,657,,,,,,,,174
2015-04-08,657,564,59,104,52,84,32,400,916
2015-04-08,657,1244,24,44,44,78,40,422,18
2015-04-08,657,,,,,,,,238
2015-04-08,657,526,88,110,137,172,32,490,16
2015-04-08,657,,,,,,,,224
2015-04-08,657,647,116,170,85,113,70,422,3
2015-04-08,657,,,,103,103,1,285,71
2015-04-08,657,400,38,74,68,98,42,454,14
2015-04-08,657,,,,,,,,114
2015-04-08,657,390,30,70,64,98,42,508,13
2015-04-08,657,,,,,,,,124
2015-04-08,657,502,76,110,38,66,20,456,14
2015-04-08,657,,,,,,,,110
2015-04-08,657,444,32,56,40,70,22,360,12
2015-04-08,657,,,,,,,,194
2015-04-08,657,466,45,68,46,76,32,364,13
2015-04-08,657,,,,,,,,118
2015-04-08,657,418,44,62,48,86,38,388,12
2015-04-08,657,,,,,,,
2015-04-13,657,,,,,,,,210
2015-04-13,657,516,68,90,84,126,50,414,136
2015-04-13,657,452,44,74,50,80,40,350,4
2015-04-13,657,,,,,,,,158
2015-04-13,657,478,42,66,78,116,38,318,2
2015-04-13,657,,,,,,,,52
2015-04-13,657,356,34,64,52,86,42,340,2
2015-04-13,657,,,,,,,,108
2015-04-13,657,414,90,116,60,102,44,368,2
2015-04-13,657,,,,,,,,68
2015-04-13,657,384,36,66,50,84,20,356,3
2015-04-13,657,,,,,,,,132
2015-04-13,657,422,46,70,50,86,36,318,2
2015-04-13,657,,,,,,,,110
2015-04-13,657,364,78,104,84,132,44,376,2
2015-04-13,657,,,,,,,,86
2015-04-13,657,416,40,76,64,100,38,404,4
2015-04-13,657,,,,,,,,72
2015-04-13,657,360,104,132,78,116,38,398,2
2015-04-13,657,,,,,,,,208
2015-04-13,657,556,36,58,36,64,30,384,34
2015-04-13,657,,,,,,,,144
2015-04-13,657,454,62,84,62,98,46,358,2
2015-04-13,657,,,,,,,,144
2015-04-13,657,484,36,62,44,76,26,340,2
2015-04-13,657,,,,,,,,134
2015-04-13,657,460,34,66,66,102,60,373,13
2015-04-13,657,,,,,,,,124
2015-04-13,657,422,40,63,55,83,36,418,14
2015-04-13,657,,,,,,,,127
2015-04-13,657,408,62,86,62,92,28,416,2
2015-04-13,657,,,,,,,,131
2015-04-13,657,420,33,61,74,104,32,399,13
2015-04-13,657,,,,,,,,128
2015-04-13,657,442,30,52,38,68,41,404,13
2015-04-13,657,,,,,,,,124
2015-04-13,657,472,46,76,70,106,33,414,2
2015-04-13,657,,,,,,,,88
2015-04-13,657,394,35,66,44,72,32,352,2
2015-04-13,657,,,,,,,
2015-04-15,657,,34,56,36,66,30,,212
2015-04-15,657,488,40,62,48,78,18,,231
2015-04-15,657,557,41,63,48,78,36,,183
2015-04-15,657,474,47,72,52,84,37,,224
2015-04-15,657,614,38,60,40,70,36,,194
2015-04-15,657,524,44,94,60,94,32,366,32
2015-04-15,657,,,,,,,,144
2015-04-15,657,436,36,60,36,66,16,314,36
2015-04-15,657,,,,,,,,226
2015-04-15,657,576,32,54,42,72,30,318,36
2015-04-15,657,,,,,,,,203
2015-04-15,657,679,92,134,108,144,50,462,2
2015-04-15,657,726,40,62,38,76,30,404,36
2015-04-15,657,,,,,,,,146
2015-04-15,657,420,36,146,52,82,34,404,2
2015-04-15,657,,,,,,,,138
2015-04-15,657,452,50,82,54,86,38,322,2
2015-04-15,657,,,,,,,,188
2015-04-15,657,540,40,82,42,76,40,376,4
2015-04-15,657,,,,,,,,114
2015-04-15,657,432,58,86,46,78,20,316,4
2015-04-15,657,,,,,,,,174
2015-04-15,657,472,46,120,46,82,30,320,4
2015-04-15,657,,,,,,,,217
2015-04-15,657,512,84,166,155,203,57,404,2
2015-04-15,657,,,,,,,,128
2015-04-15,657,456,30,56,42,72,38,366,4
2015-04-15,657,,,,,,,,166
2015-04-15,657,506,42,64,52,86,42,412,2
2015-04-15,657,,,,,,,,144
2015-04-15,657,549,51,75,74,108,62,481,2
2015-04-15,657,918,40,64,48,82,32,368,40
2015-04-15,657,,,,,,,,230
2015-04-15,657,588,42,66,48,80,36,378,42
2015-04-15,657,,,,,,,,186
2015-04-15,657,527,45,67,47,77,18,402,40
2015-04-15,657,,,,,,,,158
2015-04-15,657,509,67,100,59,90,33,389,54
2015-04-15,657,,,,,,,,138
2015-04-15,657,448,54,89,45,75,13,408,308
2015-04-15,657,576,36,58,52,82,32,352,14
2015-04-15,657,,,,,,,,174
2015-04-15,657,504,52,72,48,82,48,412,890
2015-04-15,657,1232,24,50,36,66,44,416,648
2015-04-15,657,952,68,102,53,106,22,370,594
2015-04-15,657,884,40,64,46,78,26,360,710
2015-04-15,657,,34,58,36,70,40,402,14
2015-04-15,657,,,,,,,
2015-04-20,657,,,,,,,,127
2015-04-20,657,398,62,100,50,75,35,311,1
2015-04-20,657,643,49,98,42,66,36,286,1
2015-04-20,657,,,,,,,,113
2015-04-20,657,383,41,88,85,120,32,332,47
2015-04-20,657,,,,,,,,106
2015-04-20,657,340,,,,,,,
