day,busid,Travelto118,Dwell118,Travelto64,Dwell64,Travelto78,Dwell78,Travelto76,Dwell76
2015-01-12,655,,,,,,,,177
2015-01-12,655,458,78,108,138,166,44,512,24
2015-01-12,655,,,,,,,,276
2015-01-12,655,604,60,88,74,106,46,460,62
2015-01-12,655,,,,,,,,156
2015-01-12,655,484,44,64,48,74,32,380,38
2015-01-12,655,,,,,,,,140
2015-01-12,655,430,40,60,66,94,31,382,50
2015-01-12,655,,,,,,,,42
2015-01-12,655,362,34,58,64,98,48,364,107
2015-01-12,655,,,,,,,,234
2015-01-12,655,502,36,80,40,66,30,474,40
2015-01-12,655,,,,,,,,116
2015-01-12,655,404,16,36,34,64,28,326,38
2015-01-12,655,,,,,,,,108
2015-01-12,655,366,26,50,58,86,34,358,744
2015-01-12,655,1030,44,64,64,94,32,322,2
2015-01-12,655,,,,,,,
2015-01-13,655,,,,,,,,192
2015-01-13,655,522,40,62,46,78,32,,188
2015-01-13,655,474,20,42,54,84,36,318,32
2015-01-13,655,,,,,,,,170
2015-01-13,655,521,17,39,30,58,32,,268
2015-01-13,655,550,42,70,44,72,14,364,28
2015-01-13,655,,,,,,,,186
2015-01-13,655,528,78,104,76,106,40,386,40
2015-01-13,655,,,,,,,,216
2015-01-13,655,484,40,62,62,90,32,378,96
2015-01-13,655,,,,,,,,153
2015-01-13,655,423,72,94,46,74,20,260,2
2015-01-13,655,,,,,,,,208
2015-01-13,655,562,26,52,65,95,19,353,51
2015-01-13,655,,,,,,,,215
2015-01-13,655,724,107,203,82,114,43,345,48
2015-01-13,655,,,,,,,,180
2015-01-13,655,546,36,59,35,65,34,396,33
2015-01-13,655,,,,,,,,112
2015-01-13,655,418,18,42,44,74,36,370,34
2015-01-13,655,,,,,,,,236
2015-01-13,655,616,44,70,78,112,46,384,3
2015-01-13,655,,,,,,,,156
2015-01-13,655,591,68,95,54,83,35,315,2
2015-01-13,655,,,,,,,,192
2015-01-13,655,564,38,60,62,92,18,322,2
2015-01-13,655,,,,,,,,152
2015-01-13,655,496,54,76,88,124,44,415,57
2015-01-13,655,,,,,,,,162
2015-01-13,655,690,145,248,158,196,48,444,84
2015-01-13,655,390,22,44,40,70,14,352,36
2015-01-13,655,,,,,,,,176
2015-01-13,655,440,20,44,56,104,16,346,38
2015-01-13,655,,,,,,,,276
2015-01-13,655,652,74,145,208,249,28,407,2
2015-01-13,655,764,40,66,46,80,36,426,46
2015-01-13,655,1088,54,78,70,102,58,400,52
2015-01-13,655,,,,,,,,236
2015-01-13,655,606,70,96,130,166,40,534,74
2015-01-13,655,1252,156,180,86,118,46,492,208
2015-01-13,655,610,30,54,40,72,40,,
2015-01-13,655,,54,72,46,80,32,,
2015-01-13,655,,92,116,76,110,36,,
2015-01-13,655,,34,56,46,208,18,822,160
2015-01-13,655,518,40,62,44,76,40,334,670
2015-01-13,655,1032,24,48,47,93,29,333,665
2015-01-13,655,919,46,68,100,129,39,343,3
2015-01-13,655,,,,,,,
2015-01-14,655,,,,,,,,142
2015-01-14,655,462,50,70,62,96,36,325,39
2015-01-14,655,,,,,,,,114
2015-01-14,655,452,40,58,54,80,34,316,30
2015-01-14,655,,,,,,,,118
2015-01-14,655,460,66,116,88,128,36,320,2
2015-01-14,655,,,,,,,,74
2015-01-14,655,362,32,50,34,62,28,256,2
2015-01-14,655,,,,,,,,206
2015-01-14,655,689,111,177,144,184,53,414,322
2015-01-14,655,556,82,106,32,58,16,278,26
2015-01-14,655,,,,,,,,70
2015-01-14,655,304,18,38,38,62,30,366,12
2015-01-14,655,,,,,,,,92
2015-01-14,655,366,36,106,91,126,42,418,98
2015-01-14,655,,,,,,,,166
2015-01-14,655,553,95,159,58,95,30,385,34
2015-01-14,655,,,,,,,,106
2015-01-14,655,376,40,78,135,184,50,376,81
2015-01-14,655,,,,,,,,96
2015-01-14,655,374,22,40,32,60,24,342,30
2015-01-14,655,,,,,,,,107
2015-01-14,655,342,48,116,70,98,32,412,52
2015-01-14,655,,,,,,,,134
2015-01-14,655,455,59,89,42,72,16,269,46
2015-01-14,655,,,,,,,,154
2015-01-14,655,450,32,50,50,80,28,400,44
2015-01-14,655,,,,,,,,108
2015-01-14,655,375,26,57,72,103,33,317,55
2015-01-14,655,,,,,,,,124
2015-01-14,655,466,62,88,53,79,27,431,39
2015-01-14,655,,,,,,,,59
2015-01-14,655,346,44,66,63,89,38,395,58
2015-01-14,655,,,,,,,,172
2015-01-14,655,432,22,40,54,82,34,354,38
2015-01-14,655,,,,,,,,166
2015-01-14,655,484,40,62,98,128,46,398,70
2015-01-14,655,,,,,,,,126
2015-01-14,655,454,55,70,40,70,36,342,218
2015-01-14,655,,,,,,,
2015-01-20,655,,,,,,,,216
2015-01-20,655,574,38,60,50,84,36,,182
2015-01-20,655,488,36,61,37,65,36,368,40
2015-01-20,655,,,,,,,,182
2015-01-20,655,492,20,40,28,54,36,330,29
2015-01-20,655,,,,,,,,178
2015-01-20,655,510,38,66,44,70,16,,163
2015-01-20,655,562,52,74,76,110,38,448,36
2015-01-20,655,,,,,,,,146
2015-01-20,655,494,34,56,44,74,32,308,30
2015-01-20,655,,,,,,,,196
2015-01-20,655,542,55,76,46,74,36,394,98
2015-01-20,655,,,,,,,,266
2015-01-20,655,588,80,108,58,92,34,464,37
2015-01-20,655,,,,,,,,139
2015-01-20,655,531,329,329,31,,,,45
2015-01-20,655,,,,,,,,159
2015-01-20,655,503,21,43,36,66,17,288,2
2015-01-20,655,,,,,,,,206
2015-01-20,655,496,48,72,36,65,34,352,2
2015-01-20,655,,,,,,,,212
2015-01-20,655,532,40,64,66,100,40,368,60
2015-01-20,655,,,,,,,,189
2015-01-20,655,695,75,103,46,78,33,359,2
2015-01-20,655,,,,,,,,192
2015-01-20,655,530,44,72,48,78,30,344,50
2015-01-20,655,,,,,,,,206
2015-01-20,655,536,38,66,48,82,34,346,4
2015-01-20,655,,,,,,,,184
2015-01-20,655,911,148,327,110,140,78,488,96
2015-01-20,655,438,40,132,36,64,16,410,36
2015-01-20,655,,,,,,,,190
2015-01-20,655,558,40,66,60,94,16,370,50
2015-01-20,655,,,,,,,,90
2015-01-20,655,482,116,247,192,240,21,,
2015-01-20,655,,21,,,,,,4
2015-01-20,655,430,58,146,42,72,30,408,62
2015-01-20,655,,,,,,,,216
2015-01-20,655,556,50,82,88,118,36,411,53
2015-01-20,655,,,,,,,,80
2015-01-20,655,392,36,66,58,92,42,476,54
2015-01-20,655,,,,,,,,218
2015-01-20,655,720,70,146,88,122,36,406,442
2015-01-20,655,810,40,64,36,68,32,408,2
2015-01-20,655,552,26,50,56,86,36,382,2
2015-01-20,655,,,,,,,,132
2015-01-20,655,464,42,64,48,82,34,382,2
2015-01-20,655,1264,44,64,50,82,30,282,2
2015-01-20,655,1032,40,62,56,92,38,366,2
2015-01-20,655,1058,40,64,47,81,30,300,2
2015-01-20,655,986,31,53,79,111,32,376,50
2015-01-20,655,,,,,,,
2015-01-21,655,,,,,,,,200
2015-01-21,655,512,72,99,78,107,43,341,67
2015-01-21,655,,,,,,,,152
2015-01-21,655,419,42,62,30,56,30,310,2
2015-01-21,655,,,,,,,,108
2015-01-21,655,382,40,62,40,72,30,404,12
2015-01-21,655,,,,,,,,259
2015-01-21,655,564,47,89,69,95,40,373,2
2015-01-21,655,,,,,,,,212
2015-01-21,655,505,55,78,59,93,39,368,51
2015-01-21,655,,,,,,,,305
2015-01-21,655,639,46,72,178,220,18,341,76
2015-01-21,655,,,,,,,,52
2015-01-21,655,336,22,48,40,66,28,366,42
2015-01-21,655,,,,,,,,133
2015-01-21,655,463,84,110,87,122,22,342,58
2015-01-21,655,,,,,,,,145
2015-01-21,655,599,98,116,28,66,22,297,2
2015-01-21,655,,,,,,,,153
2015-01-21,655,411,24,54,44,72,34,338,34
2015-01-21,655,,,,,,,,135
2015-01-21,655,433,48,76,66,96,40,322,2
2015-01-21,655,,,,,,,,93
2015-01-21,655,380,30,48,40,68,16,306,2
2015-01-21,655,,,,,,,,74
2015-01-21,655,392,18,40,78,108,34,382,60
2015-01-21,655,,,,,,,,134
2015-01-21,655,416,20,38,38,66,32,366,38
2015-01-21,655,,,,,,,,120
2015-01-21,655,488,72,135,113,143,50,620,354
2015-01-21,655,684,66,86,42,68,32,368,14
2015-01-21,655,,,,,,,
2015-01-26,655,,,,,,,,258
2015-01-26,655,562,44,72,62,100,40,336,2
2015-01-26,655,,,,,,,,196
2015-01-26,655,530,42,74,58,90,32,380,2
2015-01-26,655,,,,,,,,150
2015-01-26,655,428,43,94,84,126,38,364,52
2015-01-26,655,,,,,,,,144
2015-01-26,655,416,32,54,58,91,30,360,31
2015-01-26,655,,,,,,,,234
2015-01-26,655,528,88,114,74,122,46,344,2
2015-01-26,655,,,,,,,,133
2015-01-26,655,421,56,76,38,76,20,306,2
2015-01-26,655,,,,,,,,116
2015-01-26,655,376,32,52,104,136,31,314,2
2015-01-26,655,,,,,,,,202
2015-01-26,655,446,42,83,96,142,46,350,2
2015-01-26,655,,,,,,,,128
2015-01-26,655,465,47,71,56,94,35,320,4
2015-01-26,655,,,,,,,,160
2015-01-26,655,450,42,74,106,152,44,344,66
2015-01-26,655,,,,,,,,192
2015-01-26,655,464,18,38,38,62,26,376,16
2015-01-26,655,,,,,,,,302
2015-01-26,655,606,72,93,94,135,35,327,4
2015-01-26,655,,,,,,,,175
2015-01-26,655,486,33,60,63,87,16,278,2
2015-01-26,655,,,,,,,,186
2015-01-26,655,492,29,50,48,76,22,304,4
2015-01-26,655,,,,,,,,192
2015-01-26,655,574,62,79,87,119,34,464,16
2015-01-26,655,,,,,,,,221
2015-01-26,655,524,39,61,76,104,38,404,13
2015-01-26,655,,,,,,,,176
2015-01-26,655,452,42,62,72,105,23,371,1
2015-01-26,655,,,,,,,,134
2015-01-26,655,418,41,67,41,67,19,287,3
2015-01-26,655,,,,,,,,155
2015-01-26,655,441,46,68,96,125,40,481,16
2015-01-26,655,,,,,,,,40
2015-01-26,655,344,34,56,42,69,33,321,3
2015-01-26,655,,,,,,,
2015-02-11,655,,32,54,46,298,14,,515
2015-02-11,655,816,18,40,32,66,26,334,14
2015-02-11,655,,,,,,,,164
2015-02-11,655,462,34,58,36,68,28,328,2
2015-02-11,655,902,36,64,62,100,31,656,400
2015-02-11,655,752,42,64,42,78,26,,134
2015-02-11,655,436,36,58,66,98,32,714,452
2015-02-11,655,724,30,50,32,64,20,275,1
2015-02-11,655,,,,,,,,110
2015-02-11,655,436,34,58,48,83,41,379,16
2015-02-11,655,,,,,,,,79
2015-02-11,655,425,132,271,33,59,31,311,18
2015-02-11,655,,,,,,,,81
2015-02-11,655,435,28,50,38,69,31,320,13
2015-02-11,655,,,,,,,,141
2015-02-11,655,516,44,74,200,244,68,460,744
2015-02-11,655,1082,30,130,80,112,40,416,2
2015-02-11,655,940,38,60,48,80,36,370,2
2015-02-11,655,,,,,,,,180
2015-02-11,655,480,24,48,36,64,18,332,4
2015-02-11,655,,,,,,,,212
2015-02-11,655,524,34,54,42,76,40,374,2
2015-02-11,655,,,,,,,,166
2015-02-11,655,510,70,121,110,146,33,299,6
2015-02-11,655,1356,46,66,46,76,32,328,2
2015-02-11,655,,,,,,,,230
2015-02-11,655,518,48,82,144,190,16,402,2
2015-02-11,655,,,,,,,,184
2015-02-11,655,472,44,122,70,100,38,408,2
2015-02-11,655,,,,,,,,116
2015-02-11,655,358,31,52,62,98,34,444,14
2015-02-11,655,,,,,,,,134
2015-02-11,655,426,32,52,44,78,32,406,12
2015-02-11,655,,,,,,,,150
2015-02-11,655,510,74,98,88,121,73,571,20
2015-02-11,655,,,,,,,,156
2015-02-11,655,496,38,62,52,82,32,382,2
2015-02-11,655,,,,,,,,141
2015-02-11,655,485,30,52,44,74,30,448,12
2015-02-11,655,,,,,,,,148
2015-02-11,655,416,32,54,56,90,32,422,2
2015-02-11,655,966,82,102,70,104,40,462,14
2015-02-11,655,,,,,,,
2015-02-12,655,,,,,,,,464
2015-02-12,655,828,30,52,56,90,34,406,614
2015-02-12,655,886,18,42,28,62,30,,
2015-02-12,655,,,,8,,,,380
2015-02-12,655,740,36,58,24,54,28,,414
2015-02-12,655,738,48,70,56,90,34,340,4
2015-02-12,655,868,46,72,68,100,34,332,2
2015-02-12,655,,,,,,,,302
2015-02-12,655,608,28,48,46,76,32,346,2
2015-02-12,655,1110,26,44,44,88,36,396,14
2015-02-12,655,,,,,,,,194
2015-02-12,655,486,34,62,68,104,34,350,40
2015-02-12,655,,,,,,,,360
2015-02-12,655,734,122,144,36,64,30,290,2
2015-02-12,655,,,,,,,,188
2015-02-12,655,532,28,48,44,76,24,278,2
2015-02-12,655,,,,,,,,216
2015-02-12,655,533,33,61,48,82,32,344,4
2015-02-12,655,,,,,,,,138
2015-02-12,655,511,103,191,176,220,54,424,4
2015-02-12,655,730,84,104,38,70,24,320,2
2015-02-12,655,,,,,,,,200
2015-02-12,655,528,26,48,44,74,40,354,30
2015-02-12,655,,,,,,,,200
2015-02-12,655,540,34,56,52,86,36,372,2
2015-02-12,655,,,,,,,,406
2015-02-12,655,908,54,157,86,118,24,366,730
2015-02-12,655,1074,32,56,32,64,29,351,16
2015-02-12,655,,,,,,,,120
2015-02-12,655,542,73,103,106,142,37,430,520
2015-02-12,655,882,124,172,159,200,22,390,2
2015-02-12,655,804,24,53,47,80,32,399,2
2015-02-12,655,,,,,,,,250
2015-02-12,655,635,39,67,44,78,40,434,2
2015-02-12,655,,,,,,,,117
2015-02-12,655,455,76,114,71,116,38,630,72
2015-02-12,655,1086,74,98,38,70,36,430,2
2015-02-12,655,980,36,64,52,86,26,438,2
2015-02-12,655,794,50,76,50,90,48,418,2
2015-02-12,655,1008,54,78,74,110,50,504,59
2015-02-12,655,,,,,,,
2015-02-18,655,,35,58,45,77,36,,511
2015-02-18,655,832,58,90,50,88,40,,286
2015-02-18,655,630,36,60,42,74,48,372,520
2015-02-18,655,856,48,72,58,92,42,,302
2015-02-18,655,728,44,66,61,92,36,,452
2015-02-18,655,816,56,80,68,102,34,344,4
2015-02-18,655,,,,,,,,254
2015-02-18,655,586,42,64,46,80,28,330,42
2015-02-18,655,,,,,,,,388
2015-02-18,655,746,38,64,40,70,34,344,2
2015-02-18,655,,,,,,,,188
2015-02-18,655,680,87,138,127,161,47,380,4
2015-02-18,655,824,38,58,34,62,40,350,4
2015-02-18,655,,,,,,,,314
2015-02-18,655,616,52,74,46,,,,4
2015-02-18,655,,,,,,,,394
2015-02-18,655,687,35,63,74,106,40,358,2
2015-02-18,655,,,,,,,,382
2015-02-18,655,734,44,70,50,88,34,388,2
2015-02-18,655,,,,,,,,152
2015-02-18,655,506,38,68,52,84,32,346,2
2015-02-18,655,,,,,,,,234
2015-02-18,655,592,30,58,50,80,36,388,38
2015-02-18,655,1172,91,196,156,197,52,435,364
2015-02-18,655,731,45,71,34,74,36,326,2
2015-02-18,655,,,,,,,,420
2015-02-18,655,772,38,60,79,120,47,373,2
2015-02-18,655,,,,,,,,155
2015-02-18,655,488,44,94,148,192,46,351,4
2015-02-18,655,,,,,,,,200
2015-02-18,655,510,64,94,52,82,47,355,2
2015-02-18,655,,,,,,,,354
2015-02-18,655,715,37,59,54,93,35,375,2
2015-02-18,655,,,,,,,,198
2015-02-18,655,506,20,48,50,81,74,401,1
2015-02-18,655,,,,,,,,182
2015-02-18,655,532,87,130,80,118,42,334,4
2015-02-18,655,,,,,,,,200
2015-02-18,655,580,40,64,66,96,16,338,2
2015-02-18,655,580,48,75,37,79,36,368,54
2015-02-18,655,,,,,,,,242
2015-02-18,655,594,32,56,52,82,42,500,826
2015-02-18,655,1174,60,84,54,84,18,342,624
2015-02-18,655,918,34,56,40,70,16,342,2
2015-02-18,655,1030,18,46,48,80,54,394,706
2015-02-18,655,984,20,40,40,68,30,344,2
2015-02-18,655,,,,,,,
2015-02-19,655,39828,17,36,56,86,78,,
2015-02-19,655,,,,10,,,,356
2015-02-19,655,658,50,72,30,62,30,,242
2015-02-19,655,508,35,54,28,58,14,282,2
2015-02-19,655,986,28,48,38,68,40,340,2
2015-02-19,655,1068,56,96,66,96,32,366,42
2015-02-19,655,,,,,,,,224
2015-02-19,655,524,29,52,42,74,32,364,38
2015-02-19,655,,,,,,,,390
2015-02-19,655,738,32,72,42,72,28,338,14
2015-02-19,655,,,,,,,,224
2015-02-19,655,512,40,62,60,94,30,430,2
2015-02-19,655,,,,,,,,249
2015-02-19,655,755,83,113,34,64,44,358,540
2015-02-19,655,810,34,56,42,74,36,398,34
2015-02-19,655,,,,,,,,268
2015-02-19,655,556,42,62,36,66,26,430,14
2015-02-19,655,,,,,,,,229
2015-02-19,655,599,150,240,188,226,42,429,2
2015-02-19,655,740,81,130,48,86,30,300,2
2015-02-19,655,1019,28,52,33,65,30,334,1
2015-02-19,655,,,,,,,,170
2015-02-19,655,444,28,48,46,78,36,382,10
2015-02-19,655,,,,,,,,246
2015-02-19,655,768,92,120,72,104,30,422,14
2015-02-19,655,,,,,,,,430
2015-02-19,655,732,34,54,26,58,34,374,14
2015-02-19,655,,,,,,,,240
2015-02-19,655,594,64,86,76,118,34,373,63
2015-02-19,655,,,,,,,,222
2015-02-19,655,850,98,154,74,110,48,501,215
2015-02-19,655,529,32,102,36,74,36,450,104
2015-02-19,655,1120,38,62,34,64,36,522,2
2015-02-19,655,998,94,142,138,178,40,756,2
2015-02-19,655,866,76,100,32,70,42,614,8
2015-02-19,655,702,34,62,30,64,34,,72
2015-02-19,655,850,46,68,86,116,40,,186
2015-02-19,655,,,,,,,
2015-02-24,655,,,,,,,,426
2015-02-24,655,794,32,56,56,86,40,,360
2015-02-24,655,760,26,44,28,66,32,,434
2015-02-24,655,774,30,50,28,60,17,334,512
2015-02-24,655,892,34,60,48,92,30,416,418
2015-02-24,655,792,60,86,66,100,36,362,20
2015-02-24,655,,,,,,,,129
2015-02-24,655,428,26,52,38,70,30,,325
2015-02-24,655,639,32,60,30,62,32,356,12
2015-02-24,655,,,,,,,,288
2015-02-24,655,618,42,63,74,110,38,384,49
2015-02-24,655,,,,,,,,209
2015-02-24,655,861,61,99,52,85,25,307,464
2015-02-24,655,814,26,46,36,69,23,329,14
2015-02-24,655,,,,,,,,335
2015-02-24,655,626,30,50,48,86,28,380,40
2015-02-24,655,,,,,,,,475
2015-02-24,655,847,124,170,197,230,28,411,439
2015-02-24,655,793,24,54,44,80,22,363,25
2015-02-24,655,,,,,,,,263
2015-02-24,655,603,35,68,46,90,80,386,1
2015-02-24,655,,,,,,,,184
2015-02-24,655,480,30,52,44,76,38,426,38
2015-02-24,655,,,,,,,,194
2015-02-24,655,764,74,109,123,163,43,424,2
2015-02-24,655,944,26,46,58,91,17,375,18
2015-02-24,655,,,,,,,,172
2015-02-24,655,508,80,100,84,112,28,354,56
2015-02-24,655,,,,,,,,220
2015-02-24,655,541,139,195,133,168,16,432,80
2015-02-24,655,,,,,,,,192
2015-02-24,655,470,30,50,32,58,24,350,30
2015-02-24,655,,,,,,,,238
2015-02-24,655,546,50,72,34,60,38,322,2
2015-02-24,655,,,,,,,,330
2015-02-24,655,570,34,68,92,122,30,366,2
2015-02-24,655,,,,,,,,366
2015-02-24,655,760,88,134,52,78,26,406,30
2015-02-24,655,,,,,,,,181
2015-02-24,655,453,20,36,38,64,32,246,2
2015-02-24,655,,,,,,,,526
2015-02-24,655,832,38,82,48,78,38,364,48
2015-02-24,655,,,,,,,,328
2015-02-24,655,758,126,186,80,164,36,338,3
2015-02-24,655,,,,,,,
2015-02-25,655,44161,32,56,36,66,30,,642
2015-02-25,655,1000,50,74,46,76,40,,251
2015-02-25,655,551,36,58,40,68,34,,162
2015-02-25,655,462,55,79,69,101,37,,398
2015-02-25,655,820,50,76,58,90,36,348,4
2015-02-25,655,,,,,,,,254
2015-02-25,655,596,46,68,58,88,40,354,38
2015-02-25,655,,,,,,,,318
2015-02-25,655,640,40,70,40,70,40,412,34
2015-02-25,655,,,,,,,,296
2015-02-25,655,628,78,102,40,70,36,390,4
2015-02-25,655,,,,,,,,234
2015-02-25,655,602,178,280,120,156,50,422,428
2015-02-25,655,762,40,62,42,72,32,300,2
2015-02-25,655,,,,,,,,210
2015-02-25,655,552,42,66,46,,,,2
2015-02-25,655,,,,,,,,200
2015-02-25,655,504,48,96,56,94,48,336,4
2015-02-25,655,,,,,,,,276
2015-02-25,655,602,40,79,41,73,32,344,2
2015-02-25,655,,,,,,,,254
2015-02-25,655,612,82,108,52,90,14,338,3
2015-02-25,655,,,,,,,,170
2015-02-25,655,486,30,52,52,84,30,320,42
2015-02-25,655,,,,,,,,153
2015-02-25,655,539,98,153,158,198,62,430,484
2015-02-25,655,794,22,48,40,74,44,332,40
2015-02-25,655,,,,,,,,266
2015-02-25,655,586,34,56,86,132,48,360,2
2015-02-25,655,,,,,,,,182
2015-02-25,655,541,62,84,122,162,48,453,76
2015-02-25,655,,,,,,,,150
2015-02-25,655,486,56,84,42,72,36,364,46
2015-02-25,655,,,,,,,,168
2015-02-25,655,480,34,70,62,92,30,360,2
2015-02-25,655,,,,,,,,178
2015-02-25,655,508,34,72,38,70,62,488,2
2015-02-25,655,,,,,,,,204
2015-02-25,655,520,65,97,73,107,38,374,57
2015-02-25,655,,,,,,,,203
2015-02-25,655,505,29,60,38,70,32,372,328
2015-02-25,655,648,32,66,38,68,46,392,662
2015-02-25,655,966,38,60,58,90,40,354,2
2015-02-25,655,1304,38,58,40,74,36,334,728
2015-02-25,655,1020,40,62,34,72,46,346,2
2015-02-25,655,1030,34,54,32,64,30,326,758
2015-02-25,655,1034,38,58,40,78,30,346,79
2015-02-25,655,,,,,,,
2015-03-03,655,,,,,,,,120
2015-03-03,655,400,32,48,34,60,32,272,12
2015-03-03,655,,,,,,,,128
2015-03-03,655,400,36,62,48,72,44,,88
2015-03-03,655,386,14,32,38,60,26,354,28
2015-03-03,655,,,,,,,,100
2015-03-03,655,360,34,53,37,59,30,334,28
2015-03-03,655,,,,,,,,174
2015-03-03,655,486,52,72,68,94,40,362,32
2015-03-03,655,,,,,,,,122
2015-03-03,655,432,36,52,48,70,16,308,24
2015-03-03,655,,,,,,,,122
2015-03-03,655,378,30,48,32,56,38,276,28
2015-03-03,655,,,,,,,,136
2015-03-03,655,424,36,52,52,76,28,364,36
2015-03-03,655,,,,,,,,137
2015-03-03,655,555,2,210,78,114,52,365,39
2015-03-03,655,,,,,,,,39
2015-03-03,655,404,30,50,48,74,35,302,2
2015-03-03,655,,,,,,,,294
2015-03-03,655,600,46,63,45,76,41,324,2
2015-03-03,655,,,,,,,,212
2015-03-03,655,554,42,69,61,98,35,441,4
2015-03-03,655,,,,,,,,152
2015-03-03,655,590,59,87,48,78,44,374,2
2015-03-03,655,,,,,,,,182
2015-03-03,655,492,50,72,46,74,28,304,38
2015-03-03,655,,,,,,,,210
2015-03-03,655,522,40,86,48,86,40,336,2
2015-03-03,655,,,,,,,,168
2015-03-03,655,582,309,388,159,184,16,550,2
2015-03-03,655,404,78,132,38,64,28,304,2
2015-03-03,655,,,,,,,,250
2015-03-03,655,496,39,56,50,76,34,312,2
2015-03-03,655,,,,,,,,162
2015-03-03,655,546,58,124,176,235,91,,
2015-03-03,655,,9,,,,,,1
2015-03-03,655,613,36,56,30,62,16,378,2
2015-03-03,655,,,,,,,,122
2015-03-03,655,502,38,56,64,96,46,408,2
2015-03-03,655,,,,,,,,114
2015-03-03,655,514,40,76,74,106,36,540,2
2015-03-03,655,,,,,,,,40
2015-03-03,655,444,72,92,56,86,30,504,2
2015-03-03,655,1054,20,38,50,78,42,,124
2015-03-03,655,512,22,40,36,64,34,,174
2015-03-03,655,708,56,78,70,108,18,670,2
2015-03-03,655,734,22,98,54,104,28,322,2
2015-03-03,655,968,46,66,30,66,18,332,2
2015-03-03,655,1020,20,36,34,64,38,342,2
2015-03-03,655,,,,,,,,416
2015-03-03,655,716,38,58,36,72,32,348,14
2015-03-03,655,,,,,,,
2015-03-04,655,,,,,,,,300
2015-03-04,655,644,32,52,42,314,14,,262
2015-03-04,655,546,16,44,28,56,14,,294
2015-03-04,655,606,36,56,40,70,28,,340
2015-03-04,655,680,34,54,62,96,36,304,2
2015-03-04,655,1076,36,56,48,80,30,326,30
2015-03-04,655,,,,,,,,130
2015-03-04,655,448,56,76,64,98,30,344,2
2015-03-04,655,1072,26,46,42,72,30,266,2
2015-03-04,655,,,,,,,,262
2015-03-04,655,596,34,58,50,78,32,402,739
2015-03-04,655,1169,75,125,40,76,28,312,2
2015-03-04,655,,,,,,,,258
2015-03-04,655,590,36,66,42,76,30,320,30
2015-03-04,655,,,,,,,,289
2015-03-04,655,624,58,100,159,205,32,389,68
2015-03-04,655,,,,,,,,199
2015-03-04,655,591,37,58,99,134,37,371,628
2015-03-04,655,953,27,51,40,70,43,389,32
2015-03-04,655,,,,,,,,52
2015-03-04,655,406,29,52,32,66,28,321,4
2015-03-04,655,,,,,,,,229
2015-03-04,655,540,36,78,50,80,42,361,48
2015-03-04,655,,,,,,,,228
2015-03-04,655,648,169,198,75,109,32,366,3
2015-03-04,655,1158,32,54,40,72,30,369,38
2015-03-04,655,,,,,,,,188
2015-03-04,655,486,50,74,160,206,58,518,530
2015-03-04,655,866,62,90,104,134,52,386,2
2015-03-04,655,,,,,,,,132
2015-03-04,655,506,56,76,72,102,36,360,2
2015-03-04,655,,,,,,,,212
2015-03-04,655,638,46,72,70,106,42,552,4
2015-03-04,655,1036,74,130,88,128,64,,
2015-03-04,655,,14,,,,,,4
2015-03-04,655,,132,166,66,110,46,942,4
2015-03-04,655,,50,82,62,104,48,581,5
2015-03-04,655,715,42,68,66,106,52,448,4
2015-03-04,655,558,66,90,56,94,46,490,4
2015-03-04,655,,,,,,,
2015-03-09,655,,,,,,,,455
2015-03-09,655,793,30,54,48,86,34,,88
2015-03-09,655,408,16,42,28,294,14,296,556
2015-03-09,655,898,18,38,36,68,30,372,497
2015-03-09,655,804,78,128,58,92,32,548,482
2015-03-09,655,844,42,62,52,82,32,374,22
2015-03-09,655,,,,,,,,216
2015-03-09,655,570,48,70,56,86,34,646,492
2015-03-09,655,760,32,54,34,68,34,394,14
2015-03-09,655,,,,,,,,168
2015-03-09,655,496,28,48,52,88,48,346,2
2015-03-09,655,,,,,,,,367
2015-03-09,655,699,77,99,36,65,31,347,26
2015-03-09,655,,,,,,,,144
2015-03-09,655,450,32,80,34,70,36,292,2
2015-03-09,655,,,,,,,,176
2015-03-09,655,504,28,64,126,171,48,364,1
2015-03-09,655,,,,,,,,339
2015-03-09,655,657,39,91,87,124,33,397,60
2015-03-09,655,,,,,,,,157
2015-03-09,655,478,53,96,61,99,43,415,13
2015-03-09,655,,,,,,,,189
2015-03-09,655,503,31,50,27,61,30,308,2
2015-03-09,655,,,,,,,,121
2015-03-09,655,392,26,43,86,124,19,329,38
2015-03-09,655,,,,,,,,289
2015-03-09,655,773,111,181,80,110,38,434,16
2015-03-09,655,,,,,,,,141
2015-03-09,655,419,46,68,44,80,30,326,38
2015-03-09,655,,,,,,,,320
2015-03-09,655,622,44,68,117,148,36,440,2
2015-03-09,655,1054,60,110,94,126,45,440,562
2015-03-09,655,908,38,68,54,84,34,350,38
2015-03-09,655,,,,,,,,124
2015-03-09,655,484,42,70,48,80,28,372,46
2015-03-09,655,,,,,,,,206
2015-03-09,655,610,70,112,80,112,54,528,66
2015-03-09,655,,,,,,,,338
2015-03-09,655,800,82,104,40,70,30,372,38
2015-03-09,655,,,,,,,,144
2015-03-09,655,468,48,68,44,74,32,424,610
2015-03-09,655,914,26,50,50,82,36,392,672
2015-03-09,655,964,46,68,38,68,48,362,51
2015-03-09,655,,,,,,,
2015-03-11,655,,40,80,57,90,36,322,2
2015-03-11,655,,,,,,,,256
2015-03-11,655,556,40,64,38,68,34,330,2
