ID,Route,Time,Stop
1682,X2,11:58 AM,Load
1683,X2,12:01 PM,Stadium
1684,X2,12:08 PM,IMU
1685,X2,12:15 PM,Stadium ()
1686,X2,12:30 PM,Load
1687,X2,12:33 PM,Stadium
1688,X2,12:40 PM,IMU
1689,X2,12:47 PM,Stadium ()
1690,X2,12:57 PM,Load
1691,X2,1:00 PM,Stadium
1692,X2,1:07 PM,IMU
1693,X2,1:14 PM,Stadium ()
1694,X2,1:24 PM,Load
1695,X2,1:27 PM,Stadium
1696,X2,1:34 PM,IMU
1697,X2,1:41 PM,Stadium ()
1698,X2,1:51 PM,Load
1699,X2,1:54 PM,Stadium
1700,X2,2:01 PM,IMU
1701,X2,2:08 PM,Stadium ()
1702,X2,2:18 PM,Load
1703,X2,2:21 PM,Stadium
1704,X2,2:28 PM,IMU
1705,X2,2:35 PM,Stadium ()
1706,X2,2:50 PM,Load
1707,X2,2:53 PM,Stadium
1708,X2,3:00 PM,IMU
1709,X2,3:07 PM,Stadium ()
1710,X2,3:17 PM,Load
1711,X2,3:20 PM,Stadium
1712,X2,3:27 PM,IMU
1713,X2,3:34 PM,Stadium ()
1714,X2,3:44 PM,Load
1715,X2,3:47 PM,Stadium
1716,X2,3:54 PM,IMU
1717,X2,4:01 PM,Stadium ()
1718,X2,4:11 PM,Load
1719,X2,4:14 PM,Stadium
1720,X2,4:21 PM,IMU
1721,X2,4:28 PM,Stadium ()
1722,X2,4:38 PM,Load
1723,X2,4:41 PM,Stadium
1724,X2,4:48 PM,IMU
1725,X2,4:55 PM,Stadium ()
1726,X2,5:05 PM,Load
1727,X2,5:08 PM,Stadium
1728,X2,5:15 PM,IMU
1729,X2,5:22 PM,Stadium ()
1730,X2,5:35 PM,Load
1731,X2,5:38 PM,Stadium
1732,X2,5:45 PM,IMU
1733,X2,5:52 PM,Stadium ()
1734,X2,6:02 PM,Load
1735,X2,6:05 PM,Stadium
1736,X2,6:12 PM,IMU
1737,X2,6:19 PM,Stadium ()
1738,X2,6:27 PM,Load
1739,X2,6:30 PM,Stadium
1740,X2,6:37 PM,IMU
1741,X2,6:44 PM,Stadium ()
1742,X2,6:52 PM,Load
1743,X2,6:55 PM,Stadium
1744,X2,7:02 PM,IMU
1745,X2,7:09 PM,Stadium ()
