"Time","Num.Days","Avg.Var","Avg.Ridership","Avg.Var.Good.W","Avg.Ridership.Good.W","Avg.Var.Bad.W","Avg.Ridership.Bad.W"
07:25:00,36,6.09537037036944,20.1388888888889,6.13563218391034,21.1034482758621,5.92857142855714,16.1428571428571
07:32:00,36,0.0925925925972222,NA,0.156896551727586,NA,-0.1738095238,NA
07:35:00,86,2.04127906976279,41.3604651162791,1.9032338308403,42.6119402985075,2.52807017543684,36.9473684210526
07:39:00,4,-0.0250000000000001,NA,0.7388888889,NA,-2.3166666667,NA
07:42:00,86,-4.04360465116163,NA,-4.17114427860746,NA,-3.59385964911579,NA
07:49:00,11,-2.70909090909091,NA,-2.30925925925556,NA,-4.50833333335,NA
07:50:00,57,5.88040935672456,30.5789473684211,5.86422764227317,30.390243902439,5.92187500000625,31.0625
07:57:00,57,-0.0143274853754386,NA,-0.0455284552780488,NA,0.065625,NA
08:00:00,110,1.16318181818182,9.5,1.064166666665,9.375,1.42722222222667,9.83333333333333
08:04:00,24,0.455555555566667,NA,0.413157894747368,NA,0.61666666668,NA
08:07:00,110,-4.90030303030091,NA,-5.0143749999975,NA,-4.59611111111,NA
08:14:00,38,-5.23947368420526,NA,-5.13124999999688,NA,-5.81666666665,NA
08:15:00,58,5.87155172413621,10.4310344827586,5.81951219512195,10.1707317073171,5.99705882352353,11.0588235294118
08:22:00,58,-0.265229885062069,NA,-0.315853658541463,NA,-0.143137254905882,NA
08:25:00,121,1.16611570247686,15.1322314049587,1.20919540229885,15.4137931034483,1.05588235293235,14.4117647058824
08:29:00,17,-0.261764705894118,NA,-0.3892857143,NA,0.333333333333333,NA
08:32:00,120,-5.03416666667083,NA,-5.01744186046977,NA,-5.07647058823824,NA
08:38:00,59,5.76412429378983,41.6101694915254,5.68571428571905,42.2142857142857,5.95784313725882,40.1176470588235
08:39:00,60,-3.17888888889,NA,-3.59703703703778,NA,-1.92444444444667,NA
08:45:00,58,-0.0390804597637931,NA,-0.0788617886146341,NA,0.0568627451117647,NA
08:47:00,114,1.59342105262895,56.8859649122807,1.63333333333125,57.2875,1.49950980391765,55.9411764705882
08:52:00,42,0.636904761902381,NA,0.620967741932258,NA,0.681818181818182,NA
08:54:00,114,-4.24941520467719,NA,-4.21708333333375,NA,-4.32549019607353,NA
08:56:00,98,1.0238095238051,46.4183673469388,0.759558823526471,46.5147058823529,1.62277777777,46.2
09:01:00,99,-2.62609427609596,NA,-2.71572769953239,NA,-2.39880952381071,NA
09:03:00,98,-4.74013605442347,NA,-5.02818627451029,NA,-4.08722222222667,NA
09:05:00,104,2.74487179487212,55.2596153846154,2.89794520548219,56.1780821917808,2.38440860214516,53.0967741935484
09:10:00,99,-3.29006734006768,27.5,-3.39855072463768,27.5,-3.04055555555667,NA
09:12:00,104,-2.93669871794808,NA,-2.77990867579726,NA,-3.30591397849677,NA
09:14:00,136,1.07083333333382,57.7794117647059,0.937543859650526,58.7894736842105,1.37967479674634,55.4390243902439
09:17:00,4,0.08333333335,NA,0.08333333335,NA,NA,NA
09:19:00,95,-2.34157894736842,NA,-2.02039800995075,NA,-3.11011904761786,NA
09:21:00,136,-4.64191176470294,NA,-4.76385964912105,NA,-4.35934959349024,NA
09:24:00,4,0.524999999975,NA,0.524999999975,NA,NA,NA
09:28:00,121,-4.08787878788017,NA,-4.20555555555952,NA,-3.82072072071622,NA
09:37:00,96,2.68541666666667,40.0104166666667,2.68550724637536,38.7391304347826,2.68518518518889,43.2592592592593
09:44:00,96,-3.15381944444583,NA,-3.17004830918116,NA,-3.11234567901111,NA
09:46:00,118,1.66581920903814,47.3389830508475,1.67380952380952,47.3333333333333,1.64607843136765,47.3529411764706
09:51:00,86,-3.2304263565907,NA,-3.25027322404754,NA,-3.181999999996,NA
09:53:00,118,-4.2683615819178,NA,-4.27599206348929,NA,-4.24950980391765,NA
09:55:00,118,1.49731638417797,47.5084745762712,1.4140873015881,45.8809523809524,1.70294117645882,51.5294117647059
10:00:00,96,-4.12586805555208,NA,-3.99661835748551,NA,-4.4561728395,NA
10:02:00,118,-4.28587570621356,NA,-4.39642857142976,NA,-4.01274509803235,NA
10:04:00,117,1.55128205127949,18.3333333333333,1.4578313253,18.9518072289157,1.7794117647,16.8235294117647
10:09:00,105,-3.06476190475905,NA,-3.29013157894342,NA,-2.47413793103448,NA
10:11:00,117,-4.17549857550598,NA,-4.28132530121566,NA,-3.91715686274412,NA
10:13:00,118,1.33064971751441,15.4067796610169,1.3,14.8809523809524,1.40637254902059,16.7058823529412
10:18:00,116,-3.99798850574483,NA,-4.14105691056585,NA,-3.65294117647059,NA
10:20:00,118,-4.68559322034407,NA,-4.70476190476905,NA,-4.63823529411765,NA
10:22:00,118,1.21483050847881,17.3813559322034,1.2257028112506,18.6024096385542,1.18904761904857,14.4857142857143
10:27:00,115,-4.97942028985217,NA,-5.00987654320494,NA,-4.9068627451,NA
10:29:00,117,-4.87478632478462,NA,-4.81827309236867,NA,-5.01274509803529,NA
10:31:00,117,1.37065527065983,23.9059829059829,1.38935742972651,24.421686746988,1.32499999999706,22.6470588235294
10:36:00,115,-4.87391304347565,NA,-4.77674897118765,NA,-5.10539215686765,NA
10:38:00,116,-4.52686781608966,NA,-4.55180722890964,NA,-4.46414141414848,NA
10:40:00,124,1.58333333333226,60.0483870967742,1.53759259259444,59.9777777777778,1.70441176469706,60.2352941176471
10:45:00,115,-4.55246376811478,NA,-4.52479674796585,NA,-4.62121212121212,NA
10:47:00,124,-4.33682795698871,NA,-4.39370370369889,NA,-4.18627450981471,NA
