Date,Start Time Schedule,Start Time Actual,Variance,Inbound,Outbound,TotalRidership,TotalPrecipitation
4/1/2015,13:52:00,13:41:15,-10.75,NA, NA, NA,0
4/8/2015,18:10:00,17:59:15,-10.75,NA, NA, NA,0.05
4/30/2015,13:52:00,13:41:15,-10.75,NA, NA, NA,0
1/21/2015,16:19:00,16:08:16,-10.7333333333,NA, NA, NA,0
2/12/2015,13:32:00,13:21:16,-10.7333333333,NA, NA, NA,0
3/10/2015,18:47:00,18:36:16,-10.7333333333,NA, NA, NA,0.51
3/11/2015,14:53:00,14:42:16,-10.7333333333,NA, NA, NA,0
4/7/2015,18:47:00,18:36:16,-10.7333333333,NA, NA, NA,0.56
1/20/2015,12:15:00,12:04:17,-10.7166666667,NA, NA, NA,0
1/20/2015,13:52:00,13:41:17,-10.7166666667,NA, NA, NA,0
1/28/2015,17:06:00,16:55:17,-10.7166666667,NA, NA, NA,0
2/25/2015,11:39:00,11:28:17,-10.7166666667,NA, NA, NA,0
3/5/2015,7:42:00,7:31:17,-10.7166666667,NA, NA, NA,0
4/15/2015,13:59:00,13:48:17,-10.7166666667,NA, NA, NA,0.19
5/4/2015,17:34:00,17:23:17,-10.7166666667,NA, NA, NA,0
2/2/2015,8:07:00,7:56:18,-10.7,NA, NA, NA,0
2/4/2015,10:36:00,10:25:18,-10.7,NA, NA, NA,0.07
2/5/2015,15:25:00,15:14:18,-10.7,NA, NA, NA,0
2/11/2015,18:10:00,17:59:18,-10.7,NA, NA, NA,0
2/25/2015,15:18:00,15:07:18,-10.7,NA, NA, NA,0
2/26/2015,17:13:00,17:02:18,-10.7,NA, NA, NA,0
4/8/2015,13:59:00,13:48:18,-10.7,NA, NA, NA,0.05
4/9/2015,13:59:00,13:48:18,-10.7,NA, NA, NA,0.03
4/13/2015,8:32:00,8:21:18,-10.7,NA, NA, NA,0
4/27/2015,8:32:00,8:21:18,-10.7,NA, NA, NA,0
4/27/2015,18:47:00,18:36:18,-10.7,NA, NA, NA,0
4/28/2015,13:52:00,13:41:18,-10.7,NA, NA, NA,0
1/14/2015,11:59:00,11:48:19,-10.6833333333,NA, NA, NA,0
1/20/2015,12:08:00,11:57:19,-10.6833333333,NA, NA, NA,0
1/28/2015,17:13:00,17:02:19,-10.6833333333,NA, NA, NA,0
2/17/2015,15:18:00,15:07:19,-10.6833333333,NA, NA, NA,0
3/3/2015,16:57:00,16:46:19,-10.6833333333,NA, NA, NA,0.5
3/12/2015,8:32:00,8:21:19,-10.6833333333,NA, NA, NA,0
3/24/2015,17:13:00,17:02:19,-10.6833333333,NA, NA, NA,0.12
3/31/2015,14:19:00,14:08:19,-10.6833333333,NA, NA, NA,0
4/8/2015,15:25:00,15:14:19,-10.6833333333,NA, NA, NA,0.05
4/15/2015,16:46:00,16:35:19,-10.6833333333,NA, NA, NA,0.19
4/20/2015,10:38:00,10:27:19,-10.6833333333,NA, NA, NA,0.13
1/12/2015,8:07:00,7:56:20,-10.6666666667,NA, NA, NA,0.12
1/14/2015,8:39:00,8:28:20,-10.6666666667,NA, NA, NA,0
1/27/2015,18:47:00,18:36:20,-10.6666666667,NA, NA, NA,0
2/4/2015,15:45:00,15:34:20,-10.6666666667,NA, NA, NA,0.07
2/16/2015,18:22:00,18:11:20,-10.6666666667,NA, NA, NA,0.14
3/24/2015,16:37:00,16:26:20,-10.6666666667,NA, NA, NA,0.12
4/7/2015,15:16:00,15:05:20,-10.6666666667,NA, NA, NA,0.56
4/8/2015,8:32:00,8:21:20,-10.6666666667,NA, NA, NA,0.05
4/15/2015,16:39:00,16:28:20,-10.6666666667,NA, NA, NA,0.19
4/21/2015,17:15:00,17:04:20,-10.6666666667,NA, NA, NA,0
4/22/2015,18:47:00,18:36:20,-10.6666666667,NA, NA, NA,0
4/27/2015,13:50:00,13:39:20,-10.6666666667,NA, NA, NA,0
4/30/2015,17:06:00,16:55:20,-10.6666666667,NA, NA, NA,0
1/14/2015,13:59:00,13:48:21,-10.65,NA, NA, NA,0
1/29/2015,12:26:00,12:15:21,-10.65,NA, NA, NA,0
2/17/2015,17:13:00,17:02:21,-10.65,NA, NA, NA,0
2/18/2015,17:13:00,17:02:21,-10.65,NA, NA, NA,0.11
3/12/2015,15:25:00,15:14:21,-10.65,NA, NA, NA,0
3/31/2015,16:46:00,16:35:21,-10.65,NA, NA, NA,0
3/31/2015,13:59:00,13:48:21,-10.65,NA, NA, NA,0
4/27/2015,11:59:00,11:48:21,-10.65,NA, NA, NA,0
5/4/2015,12:17:00,12:06:21,-10.65,NA, NA, NA,0
1/14/2015,17:06:00,16:55:22,-10.6333333333,NA, NA, NA,0
1/20/2015,8:32:00,8:21:22,-10.6333333333,NA, NA, NA,0
1/27/2015,13:50:00,13:39:22,-10.6333333333,NA, NA, NA,0
2/24/2015,18:19:00,18:08:22,-10.6333333333,NA, NA, NA,0
2/25/2015,16:39:00,16:28:22,-10.6333333333,NA, NA, NA,0
2/26/2015,16:46:00,16:35:22,-10.6333333333,NA, NA, NA,0
3/3/2015,15:27:00,15:16:22,-10.6333333333,NA, NA, NA,0.5
3/10/2015,13:50:00,13:39:22,-10.6333333333,NA, NA, NA,0.51
3/11/2015,14:26:00,14:15:22,-10.6333333333,NA, NA, NA,0
4/1/2015,11:39:00,11:28:22,-10.6333333333,NA, NA, NA,0
4/16/2015,16:46:00,16:35:22,-10.6333333333,NA, NA, NA,0.62
4/28/2015,16:30:00,16:19:22,-10.6333333333,NA, NA, NA,0
1/27/2015,18:12:00,18:01:23,-10.6166666667,NA, NA, NA,0
3/3/2015,15:43:00,15:32:23,-10.6166666667,NA, NA, NA,0.5
4/2/2015,14:19:00,14:08:23,-10.6166666667,NA, NA, NA,0.26
4/22/2015,18:03:00,17:52:23,-10.6166666667,NA, NA, NA,0
1/15/2015,8:32:00,8:21:24,-10.6,NA, NA, NA,0
1/22/2015,15:18:00,15:07:24,-10.6,NA, NA, NA,0
2/2/2015,13:50:00,13:39:24,-10.6,NA, NA, NA,0
3/9/2015,8:07:00,7:56:24,-10.6,NA, NA, NA,0
3/25/2015,10:38:00,10:27:24,-10.6,NA, NA, NA,0.47
3/26/2015,8:32:00,8:21:24,-10.6,NA, NA, NA,0.7
3/26/2015,13:52:00,13:41:24,-10.6,NA, NA, NA,0.7
4/7/2015,18:19:00,18:08:24,-10.6,NA, NA, NA,0.56
4/13/2015,7:42:00,7:31:24,-10.6,NA, NA, NA,0
5/6/2015,10:54:00,10:43:24,-10.6,NA, NA, NA,0
1/13/2015,15:27:00,15:16:25,-10.5833333333,NA, NA, NA,0
1/27/2015,18:19:00,18:08:25,-10.5833333333,NA, NA, NA,0
1/28/2015,16:39:00,16:28:25,-10.5833333333,NA, NA, NA,0
2/12/2015,16:46:00,16:35:25,-10.5833333333,NA, NA, NA,0
2/24/2015,12:17:00,12:06:25,-10.5833333333,NA, NA, NA,0
3/10/2015,17:13:00,17:02:25,-10.5833333333,NA, NA, NA,0.51
3/24/2015,15:45:00,15:34:25,-10.5833333333,NA, NA, NA,0.12
4/1/2015,15:25:00,15:14:25,-10.5833333333,NA, NA, NA,0
4/14/2015,15:52:00,15:41:25,-10.5833333333,NA, NA, NA,0
4/21/2015,15:25:00,15:14:25,-10.5833333333,NA, NA, NA,0
5/5/2015,18:37:00,18:26:25,-10.5833333333,NA, NA, NA,0
5/5/2015,13:14:00,13:03:25,-10.5833333333,NA, NA, NA,0
1/15/2015,8:39:00,8:28:26,-10.5666666667,NA, NA, NA,0
2/10/2015,8:32:00,8:21:26,-10.5666666667,NA, NA, NA,0
2/11/2015,14:46:00,14:35:26,-10.5666666667,NA, NA, NA,0
2/25/2015,15:45:00,15:34:26,-10.5666666667,NA, NA, NA,0
3/4/2015,8:32:00,8:21:26,-10.5666666667,NA, NA, NA,0.37
3/4/2015,8:07:00,7:56:26,-10.5666666667,NA, NA, NA,0.37
3/10/2015,18:54:00,18:43:26,-10.5666666667,NA, NA, NA,0.51
4/13/2015,10:29:00,10:18:26,-10.5666666667,NA, NA, NA,0
1/14/2015,12:06:00,11:55:27,-10.55,NA, NA, NA,0
1/28/2015,16:46:00,16:35:27,-10.55,NA, NA, NA,0
2/17/2015,17:06:00,16:55:27,-10.55,NA, NA, NA,0
2/17/2015,14:19:00,14:08:27,-10.55,NA, NA, NA,0
3/5/2015,8:07:00,7:56:27,-10.55,NA, NA, NA,0
3/23/2015,13:50:00,13:39:27,-10.55,NA, NA, NA,0
3/30/2015,18:47:00,18:36:27,-10.55,NA, NA, NA,0
4/23/2015,13:52:00,13:41:27,-10.55,NA, NA, NA,0
5/4/2015,19:17:00,19:06:27,-10.55,NA, NA, NA,0
5/5/2015,18:47:00,18:36:27,-10.55,NA, NA, NA,0
5/7/2015,10:47:00,10:36:27,-10.55,NA, NA, NA,0
1/20/2015,15:18:00,15:07:28,-10.5333333333,NA, NA, NA,0
2/26/2015,13:25:00,13:14:28,-10.5333333333,NA, NA, NA,0
3/30/2015,8:32:00,8:21:28,-10.5333333333,NA, NA, NA,0
4/7/2015,15:43:00,15:32:28,-10.5333333333,NA, NA, NA,0.56
4/7/2015,16:55:00,16:44:28,-10.5333333333,NA, NA, NA,0.56
4/9/2015,13:50:00,13:39:28,-10.5333333333,NA, NA, NA,0.03
4/13/2015,14:08:00,13:57:28,-10.5333333333,NA, NA, NA,0
4/14/2015,17:04:00,16:53:28,-10.5333333333,NA, NA, NA,0
4/27/2015,10:38:00,10:27:28,-10.5333333333,NA, NA, NA,0
2/3/2015,13:59:00,13:48:29,-10.5166666667,NA, NA, NA,0
2/3/2015,15:25:00,15:14:29,-10.5166666667,NA, NA, NA,0
2/9/2015,10:38:00,10:27:29,-10.5166666667,NA, NA, NA,0
2/23/2015,18:47:00,18:36:29,-10.5166666667,NA, NA, NA,0
4/2/2015,15:18:00,15:07:29,-10.5166666667,NA, NA, NA,0.26
4/6/2015,17:27:00,17:16:29,-10.5166666667,NA, NA, NA,0
4/9/2015,8:32:00,8:21:29,-10.5166666667,NA, NA, NA,0.03
4/23/2015,8:32:00,8:21:29,-10.5166666667,NA, NA, NA,0
5/4/2015,13:07:00,12:56:29,-10.5166666667,NA, NA, NA,0
5/6/2015,14:37:00,14:26:29,-10.5166666667,NA, NA, NA,0
1/15/2015,14:53:00,14:42:30,-10.5,NA, NA, NA,0
1/22/2015,15:25:00,15:14:30,-10.5,NA, NA, NA,0
1/27/2015,14:17:00,14:06:30,-10.5,NA, NA, NA,0
2/9/2015,13:59:00,13:48:30,-10.5,NA, NA, NA,0
2/24/2015,16:37:00,16:26:30,-10.5,NA, NA, NA,0
2/25/2015,17:13:00,17:02:30,-10.5,NA, NA, NA,0
2/26/2015,14:53:00,14:42:30,-10.5,NA, NA, NA,0
3/2/2015,11:59:00,11:48:30,-10.5,NA, NA, NA,0
3/4/2015,13:59:00,13:48:30,-10.5,NA, NA, NA,0.37
3/5/2015,14:19:00,14:08:30,-10.5,NA, NA, NA,0
3/10/2015,17:15:00,17:04:30,-10.5,NA, NA, NA,0.51
3/11/2015,13:59:00,13:48:30,-10.5,NA, NA, NA,0
3/31/2015,11:32:00,11:21:30,-10.5,NA, NA, NA,0
4/2/2015,18:22:00,18:11:30,-10.5,NA, NA, NA,0.26
4/7/2015,18:22:00,18:11:30,-10.5,NA, NA, NA,0.56
4/9/2015,13:52:00,13:41:30,-10.5,NA, NA, NA,0.03
1/29/2015,11:32:00,11:21:31,-10.4833333333,NA, NA, NA,0
2/3/2015,13:41:00,13:30:31,-10.4833333333,NA, NA, NA,0
