"Time","Num.Days","Avg.Var","Avg.Ridership","Avg.Var.Good.W","Avg.Ridership.Good.W","Avg.Var.Bad.W","Avg.Ridership.Bad.W"
07:30:00,31,0.840322580648387,86.4516129032258,0.846527777779167,86.7916666666667,0.819047619057143,85.2857142857143
07:33:00,31,1.11451612903226,NA,1.09444444444583,NA,1.18333333332857,NA
07:34:00,31,2.8252688172,NA,2.81736111110417,NA,2.85238095238571,NA
07:38:00,29,2.21666666667241,NA,2.20757575758182,NA,2.24523809524286,NA
07:43:00,31,3.6763440860129,NA,3.23055555555,NA,5.20476190474286,NA
07:45:00,25,2.292666666668,48.16,2.49117647059412,44.1764705882353,1.870833333325,56.625
07:47:00,31,3.12688172042581,NA,2.6506944444375,NA,4.75952380952857,NA
07:48:00,25,2.71,NA,2.91176470588824,NA,2.2812499999875,NA
07:49:00,25,3.85866666666,NA,3.96274509802941,NA,3.6375,NA
07:53:00,25,3.402,NA,3.60196078431765,NA,2.977083333325,NA
07:57:00,31,0.0123655913967742,NA,-0.53125,NA,1.87619047618571,NA
07:58:00,25,3.679333333336,NA,3.74313725490588,NA,3.54375,NA
08:02:00,25,2.583333333332,NA,2.62549019607647,NA,2.49375,NA
08:05:00,59,2.58983050846949,20.0677966101695,2.51991869918293,20.1463414634146,2.74907407406667,19.8888888888889
08:09:00,59,1.7,NA,1.5934959349561,NA,1.9425925926,NA
08:10:00,59,2.57457627118475,NA,2.51138211381707,NA,2.71851851852222,NA
08:12:00,25,-1.117333333332,NA,-1.08627450979412,NA,-1.18333333335,NA
08:16:00,57,-0.18040935672807,NA,-0.280769230771795,NA,0.0370370370333333,NA
08:21:00,59,-0.23248587570339,NA,-0.32235772357561,NA,-0.0277777777722222,NA
08:25:00,120,0.455972222223333,62.672131147541,0.38452380952381,62.7441860465116,0.622685185188889,62.5
08:29:00,61,1.34453551913115,NA,1.33643410853721,NA,1.36388888888333,NA
08:30:00,61,2.44945355190984,NA,2.43062015503953,NA,2.49444444443333,NA
08:35:00,58,-4.83074712644138,NA,-4.978750000005,NA,-4.50185185185556,NA
08:36:00,61,-0.093169398904918,NA,-0.0275193798418605,NA,-0.25,NA
08:41:00,61,0.139071038247541,NA,0.21744186045814,NA,-0.0481481481444445,NA
08:45:00,122,0.394125683065574,90.0476190476191,0.480392156869412,88.7954545454545,0.195945945948649,92.9473684210526
08:49:00,63,0.166666666668254,NA,0.176893939397727,NA,0.142982456136842,NA
08:50:00,62,1.53897849462258,NA,1.54379844961163,NA,1.52807017543684,NA
08:55:00,60,-3.27361111111167,NA,-2.97301587301429,NA,-3.97500000000556,NA
08:56:00,62,-0.600537634412903,NA,-0.44224806202093,NA,-0.958771929826316,NA
09:01:00,62,0.485215053764516,NA,0.629844961239535,NA,0.157894736847368,NA
09:05:00,122,1.11666666666803,104.370967741935,1.21313725490471,101.295454545455,0.895045045043243,111.888888888889
09:09:00,62,1.46155913978226,NA,1.37575757575,NA,1.67129629630556,NA
09:10:00,62,2.89301075268065,NA,2.76515151513864,NA,3.20555555556111,NA
09:15:00,60,-2.38305555556167,NA,-2.3227642276439,NA,-2.51315789475263,NA
09:16:00,60,0.708888888888333,NA,0.725000000002381,NA,0.671296296288889,NA
09:21:00,62,1.82634408601935,NA,1.77575757575455,NA,1.95,NA
09:25:00,122,2.25122950819918,41.3387096774194,2.14372549019882,42.5116279069767,2.4981981982,38.6842105263158
09:29:00,62,1.36344086022419,NA,1.14224806202558,NA,1.86403508772632,NA
09:30:00,62,2.28521505376774,NA,2.05155038760233,NA,2.81403508772105,NA
09:35:00,123,-0.0415989159829268,NA,-0.1722868217,NA,0.26216216217027,NA
09:40:00,62,0.634677419348387,NA,0.533333333327907,NA,0.864035087710526,NA
09:45:00,121,0.552203856752066,100.508196721311,0.495436507935714,100.744186046512,0.681081081091892,99.9444444444444
09:49:00,61,1.41010928961803,NA,1.31472868216744,NA,1.63796296297222,NA
09:50:00,61,2.64999999999672,NA,2.53410852713023,NA,2.92685185184444,NA
09:55:00,122,-1.45450819671967,NA,-1.49921568627412,NA,-1.3518018017973,NA
10:00:00,61,2.65901639343443,NA,2.51201550386977,NA,3.01018518517222,NA
10:05:00,122,1.90724043715902,27.6984126984127,1.74745098039412,26.1363636363636,2.27432432432162,31.3157894736842
10:09:00,61,1.1939890710377,NA,1.08452380952381,NA,1.43596491227895,NA
10:10:00,62,2.10268817204355,NA,2.02751937984419,NA,2.27280701754737,NA
10:15:00,122,-0.343989071039344,NA,-0.416274509805882,NA,-0.177927927927027,NA
10:20:00,61,0.429508196721311,NA,0.318650793647619,NA,0.674561403515789,NA
10:25:00,118,0.348446327683898,52.4666666666667,0.296296296296296,52.4761904761905,0.462612612613513,52.4444444444444
10:29:00,59,0.912429378532203,NA,0.890650406509756,NA,0.962037037027778,NA
10:30:00,59,1.75677966102034,NA,1.72764227642927,NA,1.82314814814444,NA
10:35:00,121,-2.28471074380248,NA,-2.35535714285595,NA,-2.12432432432973,NA
10:41:00,59,-0.982768361586441,NA,-1.09674796748049,NA,-0.723148148161111,NA
10:45:00,63,0.888359788355556,107.698412698413,0.907575757570455,108.022727272727,0.843859649121053,106.947368421053
10:46:00,57,-1.7140350877193,NA,-1.75641025641026,NA,-1.62222222222222,NA
10:49:00,63,0.198941798946032,NA,0.152651515159091,NA,0.306140350873684,NA
10:50:00,63,1.66719576719365,NA,1.56212121212045,NA,1.91052631578421,NA
10:55:00,63,0.909523809522222,NA,1.02575757575909,NA,0.640350877184211,NA
